check_id,check_name,severity,short_code,description,service,framework,source_file_url,source_code
AVD-AWS-0018,CodeBuild Project artifacts encryption should not be disabled,HIGH,,"All artifacts produced by your CodeBuild project pipeline should always be encrypted
",codebuild,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/codebuild/enable_encryption.rego,"package builtin.aws.codebuild.aws0018

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some project in input.aws.codebuild.projects
	not is_encryption_enabled(project.artifactsettings)
	res := result.new(
		""Encryption is not enabled for project artifacts."",
		metadata.obj_by_path(project, [""artifactsettings"", ""encryptionenabled""]),
	)
}

is_encryption_enabled(settings) if settings.encryptionenabled.value

deny contains res if {
	some project in input.aws.codebuild.projects
	some setting in project.secondaryartifactsettings
	not is_encryption_enabled(setting)
	res := result.new(
		""Encryption is not enabled for secondary project artifacts."",
		metadata.obj_by_path(setting, [""encryptionenabled""]),
	)
}"
,,,,,config,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/config/aggregate_all_regions.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::Config::ConfigurationAggregator
          Properties:
            AccountAggregationSources:
              - AllAwsRegions: true
            ConfigurationAggregatorName: GoodAccountLevelAggregation
    - |-
      Resources:
        GoodExample:
          Type: AWS::Config::ConfigurationAggregator
          Properties:
            ConfigurationAggregatorName: GoodAccountLevelAggregation
            OrganizationAggregationSource:
              AllAwsRegions: true
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::Config::ConfigurationAggregator
          Properties:
            ConfigurationAggregatorName: BadAccountLevelAggregation
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/config_configuration_aggregator#all_regions
  good:
    - |-
      resource ""aws_config_configuration_aggregator"" ""good_example"" {
        name = ""example""

        account_aggregation_source {
          account_ids = [""123456789012""]
          all_regions = true
        }
      }
    - |-
      resource ""aws_config_configuration_aggregator"" ""good_example"" {
        name = ""example""

        organization_aggregation_source {
          role_arn    = ""arn:aws:iam::123456789012:role/ConfigAggregatorRole""
          all_regions = true
        }
      }
  bad:
    - |-
      resource ""aws_config_configuration_aggregator"" ""bad_example"" {
        name = ""example""

        account_aggregation_source {
          account_ids = [""123456789012""]
          regions     = [""us-west-2"", ""eu-west-1""]
        }
      }
"
AVD-AWS-0020,DocumentDB logs export should be enabled,MEDIUM,,"Document DB does not have auditing by default. To ensure that you are able to accurately audit the usage of your DocumentDB cluster you should enable export logs.
",documentdb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/documentdb/enable_log_export.rego,"package builtin.aws.documentdb.aws0020

import rego.v1

import data.lib.cloud.value

log_export_audit := ""audit""

log_export_profiler := ""profiler""

deny contains res if {
	some cluster in input.aws.documentdb.clusters
	not export_audit_or_profiler(cluster)
	res := result.new(""Neither CloudWatch audit nor profiler log exports are enabled."", cluster)
}

export_audit_or_profiler(cluster) if {
	some log in cluster.enabledlogexports
	log.value in [log_export_audit, log_export_profiler]
}

export_audit_or_profiler(cluster) if {
	some log in cluster.enabledlogexports
	value.is_unresolvable(log)
}"
,,,,,documentdb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/documentdb/enable_log_export.yaml,"cloudformation:
  links:
    - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-docdb-dbcluster.html
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::DocDB::DBCluster
          Properties:
            DBClusterIdentifier: sample-cluster
            DBClusterParameterGroupName: default.docdb3.6
            EnableCloudwatchLogsExports:
              - audit
              - profiler

        InstanceInstanceExample:
          Type: AWS::DocDB::DBInstance
          Properties:
            DBClusterIdentifier: sample-cluster
            DBInstanceClass: db.r5.large
            DBInstanceIdentifier: sample-cluster-instance-0
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::DocDB::DBCluster
          Properties:
            DBClusterIdentifier: sample-cluster
            DBClusterParameterGroupName: default.docdb3.6

        BadInstanceExample:
          Type: AWS::DocDB::DBInstance
          Properties:
            DBClusterIdentifier: sample-cluster
            DBInstanceClass: db.r5.large
            DBInstanceIdentifier: sample-cluster-instance-0
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/docdb_cluster#enabled_cloudwatch_logs_exports
  good:
    - |-
      resource ""aws_docdb_cluster"" ""good_example"" {
        cluster_identifier              = ""my-docdb-cluster""
        master_username                 = ""foo""
        master_password                 = ""mustbeeightchars""
        enabled_cloudwatch_logs_exports = ""audit""
      }
    - |-
      resource ""aws_docdb_cluster"" ""good_example"" {
        cluster_identifier              = ""my-docdb-cluster""
        master_username                 = ""foo""
        master_password                 = ""mustbeeightchars""
        enabled_cloudwatch_logs_exports = ""profiler""
      }
  bad:
    - |-
      resource ""aws_docdb_cluster"" ""bad_example"" {
        cluster_identifier              = ""my-docdb-cluster""
        master_username                 = ""foo""
        master_password                 = ""mustbeeightchars""
        enabled_cloudwatch_logs_exports = ""something""
      }
"
AVD-AWS-0155,Ensure a log metric filter and alarm exist for AWS Config configuration changes,LOW,,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm for changes to AWS Config configuration settings. Monitoring these changes helps ensure sustained visibility of configuration items in the account.
",cloudwatch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/cloudwatch/require_config_configuration_change_alarm.rego,"package builtin.aws.cloudwatch.aws0155

import rego.v1

import data.lib.aws.trails

filter_pattern := `{($.eventSource=config.amazonaws.com) && (($.eventName=StopConfigurationRecorder) || ($.eventName=DeleteDeliveryChannel) || ($.eventName=PutDeliveryChannel) || ($.eventName=PutConfigurationRecorder))}`

deny contains res if {
	some trail in trails.trails_without_filter(filter_pattern)
	res := result.new(""Cloudtrail has no Config configuration change log filter"", trail)
}

deny contains res if {
	some trail in trails.trails_without_alarm_for_filter(filter_pattern)
	res := result.new(""Cloudtrail has no Config configuration change alarm"", trail)
}"
AVD-AWS-0022,DocumentDB encryption should use Customer Managed Keys,LOW,,"Using AWS managed keys does not allow for fine grained control. Encryption using AWS keys provides protection for your DocumentDB underlying storage. To increase control of the encryption and manage factors like rotation use customer managed keys.
",documentdb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/documentdb/encryption_customer_key.rego,"package builtin.aws.documentdb.aws0022

import rego.v1

import data.lib.cloud.metadata
import data.lib.cloud.value

deny contains res if {
	some cluster in input.aws.documentdb.clusters
	isManaged(cluster)
	without_cmk(cluster)
	res := result.new(
		""Cluster encryption does not use a customer-managed KMS key."",
		metadata.obj_by_path(cluster, [""kmskeyid""]),
	)
}

without_cmk(obj) if value.is_empty(obj.kmskeyid)

without_cmk(obj) if not obj.kmskeyid"
AVD-AWS-0025,DynamoDB tables should use at rest encryption with a Customer Managed Key,LOW,,"Using AWS managed keys does not allow for fine grained control. DynamoDB tables are encrypted by default using AWS managed encryption keys. To increase control of the encryption and control the management of factors like key rotation, use a Customer Managed Key.
",dynamodb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/dynamodb/table_customer_key.rego,"package builtin.aws.dynamodb.aws0025

import rego.v1

import data.lib.cloud.metadata
import data.lib.cloud.value

deny contains res if {
	some table in input.aws.dynamodb.tables
	not_encrypted(table)
	res := result.new(
		""Table encryption does not use a customer-managed KMS key."",
		metadata.obj_by_path(table, [""serversideencryption"", ""enabled""]),
	)
}

deny contains res if {
	some table in input.aws.dynamodb.tables
	table.serversideencryption.enabled.value
	non_valid_key(table)
	res := result.new(""Table encryption explicitly uses the default KMS key."", table.serversideencryption.kmskeyid)
}

not_encrypted(table) if value.is_false(table.serversideencryption.enabled)

not_encrypted(table) if not table.serversideencryption.enabled

non_valid_key(table) if value.is_empty(table.serversideencryption.kmskeyid)

non_valid_key(table) if value.is_equal(table.serversideencryption.kmskeyid, ""alias/aws/dynamodb"")

non_valid_key(table) if not table.serversideencryption.kmskeyid"
,,,,,dynamodb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/dynamodb/table_customer_key.yaml,"terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/dynamodb_table#server_side_encryption
  good:
    - |-
      resource ""aws_kms_key"" ""dynamo_db_kms"" {
        enable_key_rotation = true
      }

      resource ""aws_dynamodb_table"" ""good_example"" {
        name = ""example""
        server_side_encryption {
          enabled     = true
          kms_key_arn = aws_kms_key.dynamo_db_kms.key_id
        }
      }
  bad:
    - |-
      resource ""aws_dynamodb_table"" ""bad_example"" {
        name = ""example""
      }
    - |-
      resource ""aws_dynamodb_table"" ""bad_example"" {
        name = ""example""
        server_side_encryption {
          enabled     = true
          kms_key_arn = ""alias/aws/dynamodb""
        }
      }
    - |-
      resource ""aws_kms_key"" ""dynamo_db_kms"" {
        enable_key_rotation = true
      }

      resource ""aws_dynamodb_table"" ""bad_example"" {
        name = ""example""
        server_side_encryption {
          enabled     = false
          kms_key_arn = aws_kms_key.dynamo_db_kms.key_id
        }
      }
"
AVD-AWS-0154,Ensure a log metric filter and alarm exist for S3 bucket policy changes,LOW,,"You can do real-time monitoring of API calls by directing CloudTrail logs to CloudWatch Logs and establishing corresponding metric filters and alarms.
CIS recommends that you create a metric filter and alarm for changes to S3 bucket policies. Monitoring these changes might reduce time to detect and correct permissive policies on sensitive S3 buckets.
",cloudwatch,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/cloudwatch/require_s3_bucket_policy_change_alarm.rego,"package builtin.aws.cloudwatch.aws0154

import rego.v1

import data.lib.aws.trails

pattern := `{($.eventSource=s3.amazonaws.com) && (($.eventName=PutBucketAcl) || ($.eventName=PutBucketPolicy) || ($.eventName=PutBucketCors) || ($.eventName=PutBucketLifecycle) || ($.eventName=PutBucketReplication) || ($.eventName=DeleteBucketPolicy) || ($.eventName=DeleteBucketCors) || ($.eventName=DeleteBucketLifecycle) || ($.eventName=DeleteBucketReplication))}`

deny contains res if {
	some trail in trails.trails_without_filter(pattern)
	res := result.new(""Cloudtrail has no S3 bucket policy change log filter"", trail)
}

deny contains res if {
	some trail in trails.trails_without_alarm_for_filter(pattern)
	res := result.new(""Cloudtrail has no S3 bucket policy change alarm"", trail)
}"
AVD-AWS-0099,Missing description for security group.,LOW,,"Security groups should include a description for auditing purposes.

Simplifies auditing, debugging, and managing security groups.
",ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/add_description_to_security_group.rego,"package builtin.aws.ec2.aws0099

import rego.v1

import data.lib.cloud.metadata
import data.lib.cloud.value

deny contains res if {
	some sg in input.aws.ec2.securitygroups
	isManaged(sg)
	not sg.isdefault.value
	without_description(sg)
	res := result.new(
		""Security group does not have a description."",
		metadata.obj_by_path(sg, [""description""]),
	)
}

deny contains res if {
	some sg in input.aws.ec2.securitygroups
	isManaged(sg)
	not sg.isdefault.value
	sg.description.value == ""Managed by Terraform""
	res := result.new(""Security group explicitly uses the default description."", sg.description)
}

without_description(sg) if value.is_empty(sg.description)

without_description(sg) if not sg.description"
AVD-AWS-0124,Missing description for security group rule.,LOW,,"Security group rules should include a description for auditing purposes.

Simplifies auditing, debugging, and managing security groups.
",ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/add_description_to_security_group_rule.rego,"package builtin.aws.ec2.aws0124

import rego.v1

import data.lib.cloud.metadata
import data.lib.cloud.value

rules := [
rule |
	some group in input.aws.ec2.securitygroups
	some rule in array.concat(
		object.get(group, ""egressrules"", []),
		object.get(group, ""ingressrules"", []),
	)
]

deny contains res if {
	some rule in rules
	isManaged(rule)
	without_description(rule)
	res := result.new(
		""Security group rule does not have a description."",
		metadata.obj_by_path(rule, [""description""]),
	)
}

deny contains res if {
	some rule in rules
	isManaged(rule)
	rule.description.value == ""Managed by Terraform""
	res := result.new(
		""Security group explicitly uses the default description."",
		rule.description,
	)
}

without_description(rule) if value.is_empty(rule.description)

without_description(rule) if not rule.description"
,,,,,ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/add_description_to_security_group_rule.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodSecurityGroup:
          Type: AWS::EC2::SecurityGroup
          Properties:
            GroupDescription: Limits security group egress traffic
            SecurityGroupEgress:
              - CidrIp: 127.0.0.1/32
                Description: Can connect to loopback
                IpProtocol: ""-1""
  bad:
    - |-
      Resources:
        BadSecurityGroup:
          Type: AWS::EC2::SecurityGroup
          Properties:
            GroupDescription: Limits security group egress traffic
            SecurityGroupEgress:
              - CidrIp: 127.0.0.1/32
                IpProtocol: ""-1""
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/security_group
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/security_group_rule
  good:
    - |-
      resource ""aws_security_group"" ""good_example"" {
        name        = ""http""
        description = ""Allow inbound HTTP traffic""

        ingress {
          description = ""HTTP from VPC""
          from_port   = 80
          to_port     = 80
          protocol    = ""tcp""
          cidr_blocks = [aws_vpc.main.cidr_block]
        }
      }
  bad:
    - |-
      resource ""aws_security_group"" ""bad_example"" {
        name = ""http""

        ingress {
          from_port   = 80
          to_port     = 80
          protocol    = ""tcp""
          cidr_blocks = [aws_vpc.main.cidr_block]
        }
      }
    - |-
      resource ""aws_security_group"" ""example"" {
        name        = ""example""
        description = ""example""
      }

      resource ""aws_security_group_rule"" ""bad_example"" {
        type              = ""egress""
        security_group_id = aws_security_group.example.id
        from_port         = 443
        to_port           = 443
        protocol          = ""tcp""
      }
"
AVD-AWS-0021,DocumentDB storage must be encrypted,HIGH,,"Unencrypted sensitive data is vulnerable to compromise. Encryption of the underlying storage used by DocumentDB ensures that if their is compromise of the disks, the data is still protected.
",documentdb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/documentdb/enable_storage_encryption.rego,"package builtin.aws.documentdb.aws0021

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some cluster in input.aws.documentdb.clusters
	not cluster.storageencrypted.value
	res := result.new(
		""Cluster storage does not have encryption enabled."",
		metadata.obj_by_path(cluster, [""storageencrypted""]),
	)
}"
AVD-AWS-0008,Launch configuration with unencrypted block device.,HIGH,,"Block devices should be encrypted to ensure sensitive data is held securely at rest.
",ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/as_enable_at_rest_encryption.rego,"package builtin.aws.ec2.aws0008

import rego.v1

import data.lib.cloud.metadata

deny contains res if {
	some cfg in input.aws.ec2.launchconfigurations
	cfg.rootblockdevice
	not cfg.rootblockdevice.encrypted.value
	res := result.new(
		""Root block device is not encrypted."",
		metadata.obj_by_path(cfg, [""rootblockdevice"", ""encrypted""]),
	)
}

deny contains res if {
	some cfg in input.aws.ec2.launchconfigurations
	some device in cfg.ebsblockdevices
	not device.encrypted.value
	res := result.new(
		""EBS block device is not encrypted."",
		metadata.obj_by_path(device, [""encrypted""]),
	)
}"
,,,,,documentdb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/documentdb/enable_storage_encryption.yaml,"cloudformation:
  links:
    - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-docdb-dbcluster.html
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::DocDB::DBCluster
          Properties:
            DBClusterIdentifier: sample-cluster
            DBClusterParameterGroupName: default.docdb3.6
            StorageEncrypted: true

        InstanceInstanceExample:
          Type: AWS::DocDB::DBInstance
          Properties:
            DBClusterIdentifier: sample-cluster
            DBInstanceClass: db.r5.large
            DBInstanceIdentifier: sample-cluster-instance-0
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::DocDB::DBCluster
          Properties:
            DBClusterIdentifier: sample-cluster
            DBClusterParameterGroupName: default.docdb3.6

        BadInstanceExample:
          Type: AWS::DocDB::DBInstance
          Properties:
            DBClusterIdentifier: sample-cluster
            DBInstanceClass: db.r5.large
            DBInstanceIdentifier: sample-cluster-instance-0
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/docdb_cluster#storage_encrypted
  good:
    - |-
      resource ""aws_docdb_cluster"" ""good_example"" {
        cluster_identifier = ""my-docdb-cluster""
        master_username    = ""foo""
        master_password    = ""mustbeeightchars""
        storage_encrypted  = true
      }
  bad:
    - |-
      resource ""aws_docdb_cluster"" ""bad_example"" {
        cluster_identifier = ""my-docdb-cluster""
        master_username    = ""foo""
        master_password    = ""mustbeeightchars""
        storage_encrypted  = false
      }
"
,,,,,documentdb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/documentdb/encryption_customer_key.yaml,"cloudformation:
  links:
    - https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-docdb-dbcluster.html
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::DocDB::DBCluster
          Properties:
            DBClusterIdentifier: sample-cluster
            DBClusterParameterGroupName: default.docdb3.6
            KmsKeyId: your-kms-key-id

        InstanceInstanceExample:
          Type: AWS::DocDB::DBInstance
          Properties:
            DBClusterIdentifier: sample-cluster
            DBInstanceClass: db.r5.large
            DBInstanceIdentifier: sample-cluster-instance-0
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::DocDB::DBCluster
          Properties:
            DBClusterIdentifier: sample-cluster
            DBClusterParameterGroupName: default.docdb3.6

        BadInstanceExample:
          Type: AWS::DocDB::DBInstance
          Properties:
            DBClusterIdentifier: sample-cluster
            DBInstanceClass: db.r5.large
            DBInstanceIdentifier: sample-cluster-instance-0
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/docdb_cluster#kms_key_id
  good:
    - |-
      resource ""aws_kms_key"" ""docdb_encryption"" {
        enable_key_rotation = true
      }

      resource ""aws_docdb_cluster"" ""docdb"" {
        cluster_identifier = ""my-docdb-cluster""
        master_username    = ""foo""
        master_password    = ""mustbeeightchars""
        kms_key_id         = aws_kms_key.docdb_encryption.arn
      }
  bad:
    - |-
      resource ""aws_docdb_cluster"" ""docdb"" {
        cluster_identifier  = ""my-docdb-cluster""
        master_username     = ""foo""
        master_password     = ""mustbeeightchars""
        skip_final_snapshot = true
      }
"
AVD-AWS-0024,Point in time recovery should be enabled to protect DynamoDB table,MEDIUM,,"DynamoDB tables should be protected against accidentally or malicious write/delete actions by ensuring that there is adequate protection.
By enabling point-in-time-recovery you can restore to a known point in the event of loss of data.
",dynamodb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/dynamodb/enable_recovery.rego,"package builtin.aws.dynamodb.aws0024

import rego.v1

import data.lib.cloud.metadata
import data.lib.cloud.value

deny contains res if {
	some cluster in input.aws.dynamodb.daxclusters
	recovery_is_not_enabled(cluster)
	res := result.new(
		""Point-in-time recovery is not enabled."",
		metadata.obj_by_path(cluster, [""pointintimerecovery""]),
	)
}

deny contains res if {
	some table in input.aws.dynamodb.tables
	recovery_is_not_enabled(table)
	res := result.new(
		""Point-in-time recovery is not enabled."",
		metadata.obj_by_path(table, [""pointintimerecovery""]),
	)
}

recovery_is_not_enabled(obj) if value.is_false(obj.pointintimerecovery)

recovery_is_not_enabled(obj) if not obj.pointintimerecovery"
,,,,,dynamodb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/dynamodb/enable_at_rest_encryption.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::DAX::Cluster
          Properties:
            ClusterName: MyDAXCluster
            IAMRoleARN: arn:aws:iam::111122223333:role/DaxAccess
            NodeType: dax.r3.large
            ReplicationFactor: 1
            SSESpecification:
              SSEEnabled: true
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::DAX::Cluster
          Properties:
            ClusterName: MyDAXCluster
            IAMRoleARN: arn:aws:iam::111122223333:role/DaxAccess
            NodeType: dax.r3.large
            ReplicationFactor: 1
            SubnetGroupName: !Ref subnetGroupClu
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/dax_cluster#server_side_encryption
  good:
    - |-
      resource ""aws_dax_cluster"" ""good_example"" {
        server_side_encryption {
          enabled = true // enabled server side encryption
        }
      }
  bad:
    - |-
      resource ""aws_dax_cluster"" ""bad_example"" {
        // no server side encryption at all
      }
    - |-
      resource ""aws_dax_cluster"" ""bad_example"" {
        server_side_encryption {
          // empty server side encryption config
        }
      }
    - |-
      resource ""aws_dax_cluster"" ""bad_example"" {
        server_side_encryption {
          enabled = false // disabled server side encryption
        }
      }
"
AVD-AWS-0023,DAX Cluster should always encrypt data at rest,HIGH,,"Data can be freely read if compromised. Amazon DynamoDB Accelerator (DAX) encryption at rest provides an additional layer of data protection by helping secure your data from unauthorized access to the underlying storage.
",dynamodb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/dynamodb/enable_at_rest_encryption.rego,"package builtin.aws.dynamodb.aws0023

import rego.v1

import data.lib.cloud.metadata
import data.lib.cloud.value

deny contains res if {
	some cluster in input.aws.dynamodb.daxclusters
	not_encrypted(cluster)

	res := result.new(
		""DAX encryption is not enabled."",
		metadata.obj_by_path(cluster, [""serversideencryption"", ""enabled""]),
	)
}

not_encrypted(cluster) if value.is_false(cluster.serversideencryption.enabled)

not_encrypted(cluster) if not cluster.serversideencryption.enabled"
,,,,,dynamodb,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/dynamodb/enable_recovery.yaml,"terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/dynamodb_table#point_in_time_recovery
  good:
    - |-
      resource ""aws_dynamodb_table"" ""good_example"" {
        name             = ""example""
        hash_key         = ""TestTableHashKey""
        billing_mode     = ""PAY_PER_REQUEST""
        stream_enabled   = true
        stream_view_type = ""NEW_AND_OLD_IMAGES""

        attribute {
          name = ""TestTableHashKey""
          type = ""S""
        }

        point_in_time_recovery {
          enabled = true
        }
      }
  bad:
    - |-
      resource ""aws_dynamodb_table"" ""bad_example"" {
        name             = ""example""
        hash_key         = ""TestTableHashKey""
        billing_mode     = ""PAY_PER_REQUEST""
        stream_enabled   = true
        stream_view_type = ""NEW_AND_OLD_IMAGES""

        attribute {
          name = ""TestTableHashKey""
          type = ""S""
        }
      }
"
AVD-AWS-0130,aws_instance should activate session tokens for Instance Metadata Service.,HIGH,,"IMDS v2 (Instance Metadata Service) introduced session authentication tokens which improve security when talking to IMDS.

By default <code>aws_instance</code> resource sets IMDS session auth tokens to be optional.

To fully protect IMDS you need to enable session tokens by using <code>metadata_options</code> block and its <code>http_tokens</code> variable set to <code>required</code>.
",ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/as_enforce_http_token_imds.rego,"package builtin.aws.ec2.aws0130

import rego.v1

import data.lib.cloud.metadata
import data.lib.cloud.value

deny contains res if {
	some config in input.aws.ec2.launchconfigurations
	tokens_is_not_required(config)
	endpoint_is_not_disabled(config)
	res := result.new(
		""Launch configuration does not require IMDS access to require a token"",
		metadata.obj_by_path(config, [""metadataoptions"", ""httptokens""]),
	)
}

deny contains res if {
	some tpl in input.aws.ec2.launchtemplates
	tokens_is_not_required(tpl.instance)
	endpoint_is_not_disabled(tpl.instance)
	res := result.new(
		""Launch template does not require IMDS access to require a token"",
		metadata.obj_by_path(tpl.instance, [""metadataoptions"", ""httptokens""]),
	)
}

tokens_is_not_required(instance) if value.is_not_equal(instance.metadataoptions.httptokens, ""required"")

tokens_is_not_required(instance) if not instance.metadataoptions.httptokens

endpoint_is_not_disabled(instance) if value.is_not_equal(instance.metadataoptions.httpendpoint, ""disabled"")

endpoint_is_not_disabled(instance) if not instance.metadataoptions.httpendpoint"
AVD-AWS-0129,User data for EC2 instances must not contain sensitive AWS keys,CRITICAL,,"EC2 instance data is used to pass start up information into the EC2 instance. This userdata must not contain access key credentials. Instead use an IAM Instance Profile assigned to the instance to grant access to other AWS Services.
",ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/as_no_secrets_in_user_data.rego,"package builtin.aws.ec2.aws0129

import rego.v1

deny contains res if {
	some tmpl in input.aws.ec2.launchtemplates
	scan_result := squealer.scan_string(tmpl.instance.userdata.value)
	scan_result.transgressionFound
	res := result.new(
		sprintf(""Sensitive data found in user data: %s"", [scan_result.description]),
		tmpl.instance.userdata,
	)
}"
,,,,,ec2,cloudformation,https://raw.githubusercontent.com/aquasecurity/trivy-checks/main/checks/cloud/aws/ec2/as_no_secrets_in_user_data.yaml,"cloudformation:
  good:
    - |-
      Resources:
        GoodExample:
          Type: AWS::EC2::LaunchTemplate
          Properties:
            LaunchTemplateData:
              DisableApiTermination: true
              IamInstanceProfile:
                Arn:
                  - MyIamInstanceProfile
                  - Arn
              ImageId: ami-04d5cc9b88example
              InstanceType: t2.micro
              KeyName: MyKeyPair
              MetadataOptions:
                - HttpTokens: required
              SecurityGroupIds:
                - sg-083cd3bfb8example
              UserData: export SSM_PATH=/database/creds
            LaunchTemplateName: MyLaunchTemplate

        InstanceProfile:
          Type: AWS::IAM::InstanceProfile
          Properties:
            InstanceProfileName: MyIamInstanceProfile
            Path: /
            Roles:
              - MyAdminRole
  bad:
    - |-
      Resources:
        BadExample:
          Type: AWS::EC2::LaunchTemplate
          Properties:
            LaunchTemplateData:
              DisableApiTermination: true
              IamInstanceProfile:
                Arn:
                  - MyIamInstanceProfile
                  - Arn
              ImageId: ami-04d5cc9b88example
              InstanceType: t2.micro
              KeyName: MyKeyPair
              SecurityGroupIds:
                - sg-083cd3bfb8example
              UserData: export DATABASE_PASSWORD=password1234
            LaunchTemplateName: MyLaunchTemplate

        InstanceProfile:
          Type: AWS::IAM::InstanceProfile
          Properties:
            InstanceProfileName: MyIamInstanceProfile
            Path: /
            Roles:
              - MyAdminRole
terraform:
  links:
    - https://registry.terraform.io/providers/hashicorp/aws/latest/docs/resources/instance#user_data
  good:
    - |-
      resource ""aws_launch_template"" ""good_example"" {
        image_id      = ""ami-12345667""
        instance_type = ""t2.small""
        user_data     = <<EOF
      	 export GREETING=hello
      EOF
      }
  bad:
    - |-
      resource ""aws_launch_template"" ""bad_example"" {
        image_id      = ""ami-12345667""
        instance_type = ""t2.small""
        user_data     = <<EOF
          export AWS_ACCESS_KEY_ID=AKIAIOSFODNN7EXAMPLE
          export AWS_SECRET_ACCESS_KEY=wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY
          export AWS_DEFAULT_REGION=us-west-2
        EOF
      }
"
