row_number,template_path,ground_truth_path,pass_user_intent,checkov_details,coverage_percentage,accuracy_percentage,resource_details,missing_resources,row_error
93,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_93_update_5_template_20260309_031246.yaml,../Data/groud_truth/template/BashScriptAssociationTags.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_93B', 'check_name': 'user intent for row 93B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::SSM::Association.SSMAutomationAssociation', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_93B', 'check_name': 'user intent for row 93B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::SSM::Association.SSMAutomationAssociationNginx', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_93A', 'check_name': 'user intent for row 93A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Instance.EC2Instance', 'guideline': None}]}",100.0,71.42857142857143,"{'correct': ['AWS::IAM::InstanceProfile', 'AWS::SSM::Association', 'AWS::EC2::Instance', 'AWS::S3::Bucket', 'AWS::IAM::Role'], 'missing': [], 'extra': ['AWS::S3::BucketPolicy', 'AWS::SSM::Association']}",[],
94,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_94_update_5_template_20260309_032607.yaml,../Data/groud_truth/template/BashScriptSSMAutomation.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_94A', 'check_name': 'user intent for row 94A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::SSM::Document.SSMAutomationDocument'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_94B', 'check_name': 'user intent for row 94B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Instance.EC2Instance', 'guideline': None}]}",71.42857142857143,71.42857142857143,"{'correct': ['AWS::IAM::InstanceProfile', 'AWS::SSM::Document', 'AWS::EC2::Instance', 'AWS::S3::Bucket', 'AWS::IAM::Role'], 'missing': ['AWS::SSM::Association', 'AWS::IAM::Role'], 'extra': ['AWS::S3::BucketPolicy', 'AWS::EC2::SecurityGroup']}","['AWS::SSM::Association', 'AWS::IAM::Role']",
101,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_101_update_5_template_20260309_052159.yaml,../Data/groud_truth/template/vpc-flow-logs-custom.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_101A', 'check_name': 'user intent for row 101A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::S3::Bucket.FlowLogBucket'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_101B', 'check_name': 'user intent for row 101B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::FlowLog.VPCFlowLog', 'guideline': None}]}",80.0,80.0,"{'correct': ['AWS::S3::BucketPolicy', 'AWS::EC2::FlowLog', 'AWS::S3::Bucket', 'AWS::EC2::VPC'], 'missing': ['AWS::EC2::FlowLog'], 'extra': ['AWS::IAM::Role']}",['AWS::EC2::FlowLog'],
103,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_103_update_5_template_20260309_054432.yaml,../Data/groud_truth/template/security-lab-stack.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_103B', 'check_name': 'user intent for row 103B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::S3::Bucket.S3Bucket'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_103A', 'check_name': 'user intent for row 103A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Instance.WebServerInstance', 'guideline': None}]}",100.0,100.0,"{'correct': ['AWS::EC2::InternetGateway', 'AWS::S3::Bucket', 'AWS::EC2::VPC', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::IAM::InstanceProfile', 'AWS::S3::BucketPolicy', 'AWS::EC2::RouteTable', 'AWS::EC2::Route', 'AWS::EC2::Subnet', 'AWS::EC2::Instance', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::SecurityGroup', 'AWS::IAM::Role'], 'missing': [], 'extra': []}",[],
104,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_104_update_5_template_20260309_055847.yaml,../Data/groud_truth/template/sample_environment_template.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_104A', 'check_name': 'user intent for row 104A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Instance.AdminInstance'}, {'check_id': 'UIV_CUSTOM_ROW_104A', 'check_name': 'user intent for row 104A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Instance.DevInstances'}], 'failed_checks': []}",70.58823529411765,92.3076923076923,"{'correct': ['AWS::EC2::InternetGateway', 'AWS::EC2::VPC', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::IAM::InstanceProfile', 'AWS::EC2::RouteTable', 'AWS::EC2::Route', 'AWS::EC2::Subnet', 'AWS::EC2::Instance', 'AWS::EC2::Instance', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::SecurityGroup', 'AWS::IAM::Role'], 'missing': ['AWS::IAM::Policy', 'AWS::EC2::Instance', 'AWS::EC2::Instance', 'AWS::EC2::Instance', 'AWS::EC2::Instance'], 'extra': ['AWS::CloudFormation::Stack']}","['AWS::IAM::Policy', 'AWS::EC2::Instance', 'AWS::EC2::Instance', 'AWS::EC2::Instance', 'AWS::EC2::Instance']",
106,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_106_update_2_template_20260309_060140.yaml,../Data/groud_truth/template/bucket_and_notification.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_106A', 'check_name': 'user intent for row 106A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::S3::Bucket.S3Bucket'}], 'failed_checks': []}",100.0,100.0,"{'correct': ['AWS::SNS::TopicPolicy', 'AWS::S3::Bucket', 'AWS::SNS::Topic'], 'missing': [], 'extra': []}",[],
108,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_108_update_5_template_20260309_061151.yaml,../Data/groud_truth/template/cognito_sample.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_108A', 'check_name': 'user intent for row 108A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Cognito::UserPool.UserPool', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_108B', 'check_name': 'user intent for row 108B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Cognito::UserPoolClient.UserPoolClient', 'guideline': None}]}",100.0,100.0,"{'correct': ['AWS::Cognito::UserPoolClient', 'AWS::Cognito::UserPool', 'AWS::Cognito::UserPoolDomain'], 'missing': [], 'extra': []}",[],
109,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_109_update_5_template_20260309_061808.yaml,../Data/groud_truth/template/mongoDB.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.MongoDBApiDestination'}], 'failed_checks': []}",33.33333333333333,40.0,"{'correct': ['AWS::SQS::Queue', 'AWS::IAM::Role'], 'missing': ['AWS::Events::EventBus', 'AWS::Events::Connection', 'AWS::Events::Rule', 'AWS::Events::ApiDestination'], 'extra': ['AWS::SecretsManager::Secret', 'AWS::SQS::Queue', 'AWS::Lambda::Function']}","['AWS::Events::EventBus', 'AWS::Events::Connection', 'AWS::Events::Rule', 'AWS::Events::ApiDestination']",
110,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_110_update_5_template_20260309_062558.yaml,../Data/groud_truth/template/crossAccResources.yaml,False,{},,,{},,"mapping values are not allowed here
  in ""llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_110_update_5_template_20260309_062558.yaml"", line 114, column 23"
115,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_115_update_1_template_20260309_064139.yaml,../Data/groud_truth/template/sns-secretsmanager.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_115A', 'check_name': 'user intent for row 115A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Events::Rule.SecretsManagerEventRule', 'guideline': None}]}",66.66666666666666,66.66666666666666,"{'correct': ['AWS::Events::Rule', 'AWS::SNS::Topic'], 'missing': ['AWS::SNS::TopicPolicy'], 'extra': ['AWS::SNS::Subscription']}",['AWS::SNS::TopicPolicy'],
116,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_116_update_1_template_20260309_064232.yaml,../Data/groud_truth/template/sns_with_sqs.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_116A', 'check_name': 'user intent for row 116A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::SNS::Subscription.TemperatureSnsSubscription', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_116A', 'check_name': 'user intent for row 116A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::SNS::Subscription.HumiditySnsSubscription', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_116A', 'check_name': 'user intent for row 116A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::SNS::Subscription.AllMetricsSnsSubscription', 'guideline': None}]}",81.81818181818183,100.0,"{'correct': ['AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SNS::Topic'], 'missing': ['AWS::SQS::QueuePolicy', 'AWS::SQS::Queue'], 'extra': []}","['AWS::SQS::QueuePolicy', 'AWS::SQS::Queue']",
120,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_120_update_5_template_20260309_070533.yaml,../Data/groud_truth/template/sqs-pipes-batch-service.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_120B', 'check_name': 'user intent for row 120B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Batch::JobQueue.BatchJobQueue', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_120A', 'check_name': 'user intent for row 120A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Batch::ComputeEnvironment.BatchComputeEnvironment', 'guideline': None}]}",78.57142857142857,91.66666666666666,"{'correct': ['AWS::SQS::Queue', 'AWS::Batch::JobDefinition', 'AWS::EC2::VPC', 'AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::Batch::ComputeEnvironment', 'AWS::Batch::JobQueue', 'AWS::EC2::SecurityGroup', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::IAM::Role'], 'missing': ['AWS::Logs::LogGroup', 'AWS::EC2::SecurityGroupIngress', 'AWS::Pipes::Pipe'], 'extra': ['AWS::Events::Rule']}","['AWS::Logs::LogGroup', 'AWS::EC2::SecurityGroupIngress', 'AWS::Pipes::Pipe']",
124,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_124_update_5_template_20260309_074116.yaml,../Data/groud_truth/template/api_with_dynamoDB.yaml,False,{},,,{},,"mapping values are not allowed here
  in ""llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_124_update_5_template_20260309_074116.yaml"", line 207, column 18"
125,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_125_update_5_template_20260309_075309.yaml,../Data/groud_truth/template/apigateway_ses.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.LambdaFunction'}, {'check_id': 'UIV_CUSTOM_ROW_125D', 'check_name': 'user intent for row 125D', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::ApiGateway::Model.APIModel'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_125C', 'check_name': 'user intent for row 125C', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::ApiGateway::RequestValidator.APIRequestValidator', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_125B', 'check_name': 'user intent for row 125B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::ApiGateway::Method.APIPostMethod', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_125A', 'check_name': 'user intent for row 125A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::ApiGateway::RestApi.APIRestApi', 'guideline': None}]}",100.0,64.28571428571429,"{'correct': ['AWS::ApiGateway::UsagePlan', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::RequestValidator', 'AWS::ApiGateway::Deployment', 'AWS::ApiGateway::ApiKey', 'AWS::ApiGateway::RestApi', 'AWS::ApiGateway::Model', 'AWS::ApiGateway::UsagePlanKey', 'AWS::IAM::Role'], 'missing': [], 'extra': ['AWS::ApiGateway::Stage', 'AWS::SSM::Parameter', 'AWS::ApiGateway::Resource', 'AWS::Lambda::Function', 'AWS::IAM::Role']}",[],
126,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_126_update_5_template_20260309_080301.yaml,../Data/groud_truth/template/apigateway_kinesis.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.LambdaFunction'}, {'check_id': 'UIV_CUSTOM_ROW_126A', 'check_name': 'user intent for row 126A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Kinesis::Stream.KinesisStream'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_126B', 'check_name': 'user intent for row 126B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::ApiGateway::Method.APIGatewayMethod', 'guideline': None}]}",46.15384615384615,66.66666666666666,"{'correct': ['AWS::ApiGateway::Method', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::RestApi', 'AWS::Kinesis::Stream', 'AWS::ApiGateway::Deployment', 'AWS::IAM::Role'], 'missing': ['AWS::ApiGateway::Method', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource'], 'extra': ['AWS::Lambda::Function', 'AWS::Lambda::Permission', 'AWS::IAM::Role']}","['AWS::ApiGateway::Method', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource']",
127,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_127_update_5_template_20260309_080904.yaml,../Data/groud_truth/template/efs_easy.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_127A', 'check_name': 'user intent for row 127A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EFS::FileSystem.EfsFileSystem', 'guideline': None}]}",100.0,100.0,"{'correct': ['AWS::EFS::FileSystem'], 'missing': [], 'extra': []}",[],
129,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_129_update_5_template_20260309_082918.yaml,../Data/groud_truth/template/config.yaml,False,{},,,{},,"mapping values are not allowed here
  in ""llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_129_update_5_template_20260309_082918.yaml"", line 16, column 51"
131,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_131_update_2_template_20260309_084453.yaml,../Data/groud_truth/template/alert.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_131A', 'check_name': 'user intent for row 131A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::CloudWatch::Alarm.FailedNotificationsAlarm', 'guideline': None}]}",87.5,87.5,"{'correct': ['AWS::SNS::TopicPolicy', 'AWS::CloudWatch::Alarm', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SNS::Topic', 'AWS::SNS::Topic'], 'missing': ['AWS::SNS::Subscription'], 'extra': ['AWS::SNS::TopicPolicy']}",['AWS::SNS::Subscription'],
132,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_132_update_2_template_20260309_084748.yaml,../Data/groud_truth/template/batch-demo.template.yaml,False,"{'passed_checks': [], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_132A', 'check_name': 'user intent for row 132A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Batch::ComputeEnvironment.BatchComputeEnvironment', 'guideline': None}]}",100.0,91.66666666666666,"{'correct': ['AWS::IAM::InstanceProfile', 'AWS::EC2::SecurityGroup', 'AWS::EC2::Subnet', 'AWS::Batch::ComputeEnvironment', 'AWS::Batch::JobQueue', 'AWS::Batch::JobDefinition', 'AWS::S3::Bucket', 'AWS::EC2::VPC', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::IAM::Role'], 'missing': [], 'extra': ['AWS::IAM::Role']}",[],
134,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_134_update_5_template_20260309_090330.yaml,../Data/groud_truth/template/lambda-demo.yaml,True,"{'passed_checks': [{'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.LambdaFunction'}, {'check_id': 'UIV_CUSTOM_ROW_134A', 'check_name': 'user intent for row 134A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.LambdaFunction'}], 'failed_checks': []}",66.66666666666666,100.0,"{'correct': ['AWS::Lambda::Function', 'AWS::IAM::Role'], 'missing': ['AWS::IAM::Policy'], 'extra': []}",['AWS::IAM::Policy'],
141,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_141_update_5_template_20260309_103444.yaml,../Data/groud_truth/template/stepfunction-recognition.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.LambdaValidateImage'}, {'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.LambdaDetectFaces'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_141B', 'check_name': 'user intent for row 141B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Events::Rule.EventBridgeRule', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_141C', 'check_name': 'user intent for row 141C', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::StepFunctions::StateMachine.StepFunctionsStateMachine', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_141A', 'check_name': 'user intent for row 141A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::S3::Bucket.S3Bucket', 'guideline': None}]}",50.0,60.0,"{'correct': ['AWS::StepFunctions::StateMachine', 'AWS::Lambda::Function', 'AWS::Events::Rule', 'AWS::S3::Bucket', 'AWS::IAM::Role', 'AWS::IAM::Role'], 'missing': ['Custom::helper', 'AWS::Logs::LogGroup', 'AWS::IAM::Policy', 'AWS::IAM::Policy', 'AWS::IAM::Policy', 'AWS::IAM::Role'], 'extra': ['AWS::SNS::TopicPolicy', 'AWS::SNS::Topic', 'AWS::S3::BucketPolicy', 'AWS::Lambda::Function']}","['Custom::helper', 'AWS::Logs::LogGroup', 'AWS::IAM::Policy', 'AWS::IAM::Policy', 'AWS::IAM::Policy', 'AWS::IAM::Role']",
