row_number,template_path,ground_truth_path,pass_user_intent,checkov_details,coverage_percentage,accuracy_percentage,resource_details,missing_resources,row_error
94,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_94_update_5_template_20260310_223859.yaml,../Data/groud_truth/template/BashScriptSSMAutomation.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_94A', 'check_name': 'user intent for row 94A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::SSM::Document.SSMAutomationDocument'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_94B', 'check_name': 'user intent for row 94B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Instance.EC2Instance', 'guideline': None}, {'check_id': 'UIV_CUSTOM_ROW_93B', 'check_name': 'user intent for row 93B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::SSM::Association.SSMAssociation', 'guideline': None}]}",85.71428571428571,66.66666666666666,"{'correct': ['AWS::IAM::InstanceProfile', 'AWS::SSM::Association', 'AWS::IAM::Role', 'AWS::S3::Bucket', 'AWS::SSM::Document', 'AWS::EC2::Instance'], 'missing': ['AWS::IAM::Role'], 'extra': ['AWS::EC2::SecurityGroup', 'AWS::SSM::Parameter', 'AWS::S3::BucketPolicy']}",['AWS::IAM::Role'],
101,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_101_update_5_template_20260310_230544.yaml,../Data/groud_truth/template/vpc-flow-logs-custom.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_101A', 'check_name': 'user intent for row 101A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::S3::Bucket.FlowLogBucket'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_101B', 'check_name': 'user intent for row 101B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::FlowLog.FlowLog', 'guideline': None}]}",80.0,100.0,"{'correct': ['AWS::S3::Bucket', 'AWS::EC2::VPC', 'AWS::EC2::FlowLog', 'AWS::S3::BucketPolicy'], 'missing': ['AWS::EC2::FlowLog'], 'extra': []}",['AWS::EC2::FlowLog'],
103,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_103_update_5_template_20260310_231552.yaml,../Data/groud_truth/template/security-lab-stack.yaml,False,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_103B', 'check_name': 'user intent for row 103B', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::S3::Bucket.LogBucket'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_103A', 'check_name': 'user intent for row 103A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Instance.WebServerInstance', 'guideline': None}]}",100.0,100.0,"{'correct': ['AWS::EC2::Subnet', 'AWS::EC2::SecurityGroup', 'AWS::IAM::InstanceProfile', 'AWS::IAM::Role', 'AWS::S3::Bucket', 'AWS::S3::BucketPolicy', 'AWS::EC2::Route', 'AWS::EC2::InternetGateway', 'AWS::EC2::RouteTable', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::Instance'], 'missing': [], 'extra': []}",[],
104,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_104_update_5_template_20260310_232053.yaml,../Data/groud_truth/template/sample_environment_template.yaml,True,"{'passed_checks': [{'check_id': 'UIV_CUSTOM_ROW_104A', 'check_name': 'user intent for row 104A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Instance.AdminInstance'}, {'check_id': 'UIV_CUSTOM_ROW_104A', 'check_name': 'user intent for row 104A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::EC2::Instance.DevInstances'}], 'failed_checks': []}",70.58823529411765,92.3076923076923,"{'correct': ['AWS::EC2::Subnet', 'AWS::EC2::SecurityGroup', 'AWS::IAM::InstanceProfile', 'AWS::IAM::Role', 'AWS::EC2::Route', 'AWS::EC2::InternetGateway', 'AWS::EC2::RouteTable', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::Instance', 'AWS::EC2::Instance'], 'missing': ['AWS::IAM::Policy', 'AWS::EC2::Instance', 'AWS::EC2::Instance', 'AWS::EC2::Instance', 'AWS::EC2::Instance'], 'extra': ['AWS::CloudFormation::Stack']}","['AWS::IAM::Policy', 'AWS::EC2::Instance', 'AWS::EC2::Instance', 'AWS::EC2::Instance', 'AWS::EC2::Instance']",
106,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_107_update_2_template_20260310_232427.yaml,../Data/groud_truth/template/bucket_and_notification.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::SNS::Topic', 'AWS::SNS::TopicPolicy', 'AWS::S3::Bucket'], 'extra': ['AWS::ApiGateway::Method', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::ApiGateway::RestApi', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Stage', 'AWS::IAM::Role', 'AWS::SQS::QueuePolicy', 'AWS::ApiGateway::Deployment']}","['AWS::SNS::Topic', 'AWS::SNS::TopicPolicy', 'AWS::S3::Bucket']",
108,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_109_update_5_template_20260310_233042.yaml,../Data/groud_truth/template/cognito_sample.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::Cognito::UserPoolClient', 'AWS::Cognito::UserPool', 'AWS::Cognito::UserPoolDomain'], 'extra': ['AWS::Events::EventBus', 'AWS::Events::Rule', 'AWS::Events::ApiDestination', 'AWS::IAM::Role', 'AWS::Events::Connection', 'AWS::SQS::Queue']}","['AWS::Cognito::UserPoolClient', 'AWS::Cognito::UserPool', 'AWS::Cognito::UserPoolDomain']",
109,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_110_update_5_template_20260310_233427.yaml,../Data/groud_truth/template/mongoDB.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.LambdaFunction'}], 'failed_checks': []}",16.666666666666664,11.11111111111111,"{'correct': ['AWS::IAM::Role'], 'missing': ['AWS::Events::EventBus', 'AWS::Events::Rule', 'AWS::Events::ApiDestination', 'AWS::Events::Connection', 'AWS::SQS::Queue'], 'extra': ['AWS::ApiGatewayV2::Integration', 'AWS::ApiGatewayV2::DomainName', 'AWS::Lambda::Permission', 'AWS::ApiGatewayV2::Route', 'AWS::ApiGatewayV2::Api', 'AWS::ApiGatewayV2::Stage', 'AWS::ApiGatewayV2::ApiMapping', 'AWS::Lambda::Function']}","['AWS::Events::EventBus', 'AWS::Events::Rule', 'AWS::Events::ApiDestination', 'AWS::Events::Connection', 'AWS::SQS::Queue']",
110,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_111_update_5_template_20260310_233744.yaml,../Data/groud_truth/template/crossAccResources.yaml,False,"{'passed_checks': [], 'failed_checks': []}",12.5,16.666666666666664,"{'correct': ['AWS::IAM::Role'], 'missing': ['AWS::ApiGateway::Method', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::RestApi', 'AWS::Lambda::Permission', 'AWS::ApiGateway::Stage', 'AWS::ApiGateway::Deployment', 'AWS::Lambda::Function'], 'extra': ['AWS::SQS::Queue', 'AWS::Events::EventBus', 'AWS::Events::ApiDestination', 'AWS::SecretsManager::Secret', 'AWS::IAM::Policy']}","['AWS::ApiGateway::Method', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::RestApi', 'AWS::Lambda::Permission', 'AWS::ApiGateway::Stage', 'AWS::ApiGateway::Deployment', 'AWS::Lambda::Function']",
115,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_116_update_1_template_20260310_234221.yaml,../Data/groud_truth/template/sns-secretsmanager.yaml,False,"{'passed_checks': [], 'failed_checks': []}",33.33333333333333,9.090909090909092,"{'correct': ['AWS::SNS::Topic'], 'missing': ['AWS::Events::Rule', 'AWS::SNS::TopicPolicy'], 'extra': ['AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SQS::QueuePolicy', 'AWS::SQS::QueuePolicy', 'AWS::SQS::QueuePolicy', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue']}","['AWS::Events::Rule', 'AWS::SNS::TopicPolicy']",
116,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_117_update_5_template_20260310_234557.yaml,../Data/groud_truth/template/sns_with_sqs.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::SNS::Topic', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SQS::QueuePolicy', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue'], 'extra': ['AWS::DynamoDB::Table', 'AWS::Events::EventBus', 'AWS::EventSchemas::Registry', 'AWS::Pipes::Pipe', 'AWS::Pipes::Pipe', 'AWS::EventSchemas::Schema', 'AWS::IAM::Role']}","['AWS::SNS::Topic', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SQS::QueuePolicy', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue', 'AWS::SQS::Queue']",
120,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_121_update_5_template_20260310_235850.yaml,../Data/groud_truth/template/sqs-pipes-batch-service.yaml,False,"{'passed_checks': [], 'failed_checks': []}",21.428571428571427,25.0,"{'correct': ['AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::IAM::Role'], 'missing': ['AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::SecurityGroup', 'AWS::Batch::JobDefinition', 'AWS::Pipes::Pipe', 'AWS::Logs::LogGroup', 'AWS::Batch::ComputeEnvironment', 'AWS::Batch::JobQueue', 'AWS::EC2::SecurityGroupIngress', 'AWS::EC2::VPC', 'AWS::SQS::Queue'], 'extra': ['AWS::IAM::InstanceProfile', 'AWS::IAM::InstanceProfile', 'AWS::SSM::Association', 'AWS::S3::Bucket', 'AWS::SSM::Document', 'AWS::S3::BucketPolicy', 'AWS::Scheduler::Schedule', 'AWS::EC2::Instance', 'AWS::EC2::Instance']}","['AWS::EC2::Subnet', 'AWS::EC2::Subnet', 'AWS::EC2::SecurityGroup', 'AWS::Batch::JobDefinition', 'AWS::Pipes::Pipe', 'AWS::Logs::LogGroup', 'AWS::Batch::ComputeEnvironment', 'AWS::Batch::JobQueue', 'AWS::EC2::SecurityGroupIngress', 'AWS::EC2::VPC', 'AWS::SQS::Queue']",
124,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_126_update_5_template_20260311_001424.yaml,../Data/groud_truth/template/api_with_dynamoDB.yaml,False,"{'passed_checks': [], 'failed_checks': []}",9.090909090909092,8.333333333333332,"{'correct': ['AWS::IAM::Role'], 'missing': ['AWS::DynamoDB::Table', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::RestApi', 'AWS::ApiGateway::UsagePlan', 'AWS::ApiGateway::UsagePlanKey', 'AWS::ApiGateway::ApiKey', 'AWS::ApiGateway::Deployment'], 'extra': ['AWS::ApiGatewayV2::Integration', 'AWS::ApiGatewayV2::Integration', 'AWS::ApiGatewayV2::Integration', 'AWS::ApiGatewayV2::Integration', 'AWS::ApiGatewayV2::Route', 'AWS::ApiGatewayV2::Route', 'AWS::ApiGatewayV2::Route', 'AWS::ApiGatewayV2::Route', 'AWS::ApiGatewayV2::Api', 'AWS::Kinesis::Stream', 'AWS::ApiGatewayV2::Stage']}","['AWS::DynamoDB::Table', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::RestApi', 'AWS::ApiGateway::UsagePlan', 'AWS::ApiGateway::UsagePlanKey', 'AWS::ApiGateway::ApiKey', 'AWS::ApiGateway::Deployment']",
125,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_127_update_5_template_20260311_001651.yaml,../Data/groud_truth/template/apigateway_ses.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::ApiGateway::Method', 'AWS::ApiGateway::Model', 'AWS::ApiGateway::RestApi', 'AWS::ApiGateway::RequestValidator', 'AWS::ApiGateway::UsagePlan', 'AWS::ApiGateway::UsagePlanKey', 'AWS::IAM::Role', 'AWS::ApiGateway::ApiKey', 'AWS::ApiGateway::Deployment'], 'extra': ['AWS::EFS::MountTarget', 'AWS::EFS::FileSystem']}","['AWS::ApiGateway::Method', 'AWS::ApiGateway::Model', 'AWS::ApiGateway::RestApi', 'AWS::ApiGateway::RequestValidator', 'AWS::ApiGateway::UsagePlan', 'AWS::ApiGateway::UsagePlanKey', 'AWS::IAM::Role', 'AWS::ApiGateway::ApiKey', 'AWS::ApiGateway::Deployment']",
126,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_128_update_5_template_20260311_001944.yaml,../Data/groud_truth/template/apigateway_kinesis.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.SecurityHubControlLambda'}], 'failed_checks': []}",7.6923076923076925,16.666666666666664,"{'correct': ['AWS::IAM::Role'], 'missing': ['AWS::ApiGateway::Method', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::RestApi', 'AWS::Kinesis::Stream', 'AWS::ApiGateway::Deployment'], 'extra': ['AWS::Events::Rule', 'AWS::Lambda::Permission', 'AWS::CloudWatch::Alarm', 'AWS::Logs::LogGroup', 'AWS::Lambda::Function']}","['AWS::ApiGateway::Method', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Method', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::Resource', 'AWS::ApiGateway::RestApi', 'AWS::Kinesis::Stream', 'AWS::ApiGateway::Deployment']",
127,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_129_update_5_template_20260311_002416.yaml,../Data/groud_truth/template/efs_easy.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.RetentionLambdaFunction'}], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::EFS::FileSystem'], 'extra': ['AWS::SNS::Topic', 'AWS::Config::ConfigurationRecorder', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::Config::DeliveryChannel', 'AWS::S3::Bucket', 'AWS::CloudFormation::CustomResource', 'AWS::Lambda::Function']}",['AWS::EFS::FileSystem'],
129,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_131_update_5_template_20260311_003251.yaml,../Data/groud_truth/template/config.yaml,False,"{'passed_checks': [], 'failed_checks': []}",8.333333333333332,12.5,"{'correct': ['AWS::SNS::Topic'], 'missing': ['AWS::Logs::LogGroup', 'AWS::Config::ConfigurationRecorder', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::Config::DeliveryChannel', 'AWS::S3::Bucket', 'Custom::RetentionConfiguration', 'AWS::S3::BucketPolicy', 'AWS::Lambda::Function', 'AWS::IAM::Policy'], 'extra': ['AWS::SNS::Topic', 'AWS::CloudWatch::Alarm', 'AWS::SNS::TopicPolicy', 'AWS::SNS::TopicPolicy', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription']}","['AWS::Logs::LogGroup', 'AWS::Config::ConfigurationRecorder', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::Config::DeliveryChannel', 'AWS::S3::Bucket', 'Custom::RetentionConfiguration', 'AWS::S3::BucketPolicy', 'AWS::Lambda::Function', 'AWS::IAM::Policy']",
131,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_133_update_5_template_20260311_004221.yaml,../Data/groud_truth/template/alert.yaml,False,"{'passed_checks': [], 'failed_checks': []}",0.0,0.0,"{'correct': [], 'missing': ['AWS::SNS::Topic', 'AWS::SNS::Topic', 'AWS::CloudWatch::Alarm', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SNS::TopicPolicy'], 'extra': ['AWS::EC2::Subnet', 'AWS::EC2::SecurityGroup', 'AWS::IAM::InstanceProfile', 'AWS::IAM::Role', 'AWS::S3::Bucket', 'AWS::S3::BucketPolicy', 'AWS::EC2::Route', 'AWS::EC2::InternetGateway', 'AWS::EC2::RouteTable', 'AWS::EC2::VPCGatewayAttachment', 'AWS::EC2::VPC', 'AWS::EC2::SubnetRouteTableAssociation', 'AWS::EC2::Instance']}","['AWS::SNS::Topic', 'AWS::SNS::Topic', 'AWS::CloudWatch::Alarm', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SNS::Subscription', 'AWS::SNS::TopicPolicy']",
132,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_134_update_5_template_20260311_004459.yaml,../Data/groud_truth/template/batch-demo.template.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.LambdaFunction'}], 'failed_checks': []}",9.090909090909092,50.0,"{'correct': ['AWS::IAM::Role'], 'missing': ['AWS::EC2::Subnet', 'AWS::EC2::SecurityGroup', 'AWS::Batch::JobDefinition', 'AWS::IAM::InstanceProfile', 'AWS::Batch::ComputeEnvironment', 'AWS::Batch::JobQueue', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::S3::Bucket', 'AWS::EC2::VPC'], 'extra': ['AWS::Lambda::Function']}","['AWS::EC2::Subnet', 'AWS::EC2::SecurityGroup', 'AWS::Batch::JobDefinition', 'AWS::IAM::InstanceProfile', 'AWS::Batch::ComputeEnvironment', 'AWS::Batch::JobQueue', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::S3::Bucket', 'AWS::EC2::VPC']",
134,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_136_update_5_template_20260311_004756.yaml,../Data/groud_truth/template/lambda-demo.yaml,False,"{'passed_checks': [], 'failed_checks': []}",33.33333333333333,50.0,"{'correct': ['AWS::IAM::Role'], 'missing': ['AWS::Lambda::Function', 'AWS::IAM::Policy'], 'extra': ['AWS::IAM::ManagedPolicy']}","['AWS::Lambda::Function', 'AWS::IAM::Policy']",
141,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_145_update_5_template_20260311_015927.yaml,../Data/groud_truth/template/stepfunction-recognition.yaml,False,"{'passed_checks': [{'check_id': 'CKV2_AWS_72', 'check_name': 'Ensure AWS CloudFront origin protocol policy enforces HTTPS-only', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::CloudFront::Distribution.CloudFrontDistribution'}, {'check_id': 'CKV2_AWS_75', 'check_name': 'Ensure no open CORS policy', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::Lambda::Function.LambdaFunction'}], 'failed_checks': [{'check_id': 'UIV_CUSTOM_ROW_141A', 'check_name': 'user intent for row 141A', 'file_path': '/../../../../../../var/folders/mr/k47n2bks0fs1y0cmq922vqbh0000gn/T/temp_checkov_template_stable/template.yaml', 'resource': 'AWS::S3::Bucket.S3Bucket', 'guideline': None}]}",25.0,42.857142857142854,"{'correct': ['AWS::IAM::Role', 'AWS::S3::Bucket', 'AWS::Lambda::Function'], 'missing': ['AWS::Events::Rule', 'AWS::StepFunctions::StateMachine', 'AWS::Logs::LogGroup', 'Custom::helper', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::IAM::Policy', 'AWS::IAM::Policy', 'AWS::IAM::Policy'], 'extra': ['AWS::CloudFront::OriginAccessControl', 'Custom::LambdaCustomResource', 'AWS::CloudFront::Distribution', 'AWS::S3::BucketPolicy']}","['AWS::Events::Rule', 'AWS::StepFunctions::StateMachine', 'AWS::Logs::LogGroup', 'Custom::helper', 'AWS::IAM::Role', 'AWS::IAM::Role', 'AWS::IAM::Policy', 'AWS::IAM::Policy', 'AWS::IAM::Policy']",
