row_number,ground_truth_path,run_id,status,final_validation_passed,iterations_used,llm_calls_total,token_all_tokens,token_input_tokens,token_output_tokens,token_prompt_tokens,token_completion_tokens,scenario_policy_pass_rate,filtered_compliance_rate,unfiltered_compliance_rate,duration_seconds,error_message,error_traceback,policy_total_policies,policy_passed_policies,final_template,deploy_target,deploy_passed,deploy_stack_id,deploy_error_message,deploy_logs,deploy_duration_seconds,deploy_failed_resources,deploy_completed_resources,total_yaml_errors,total_cfn_lint_errors,total_security_errors,all_yaml_errors,all_cfn_lint_errors,all_security_errors,latest_error_yaml,latest_error_cfn-lint,latest_error_trivy,val_stage_yaml_passed,val_stage_cfn-lint_passed,val_stage_trivy_passed
80,Data\groud_truth\template\bedrock-agent-role.yaml,20260428_184504_a508bc7e,ok,True,1,2,7696,0,0,2822,4874,1.0,1.0,1.0,50.231,,,,,,,,,,,,,,,,,,,,,,,,,
81,Data\groud_truth\template\patch-resource-group.yaml,20260428_184554_730a798a,ok,False,15,44,313500,0,0,201480,112020,1.0,1.0,1.0,1094.729,,,,,,,,,,,,,,,,,,,,,,,,,
82,Data\groud_truth\template\alb-notebook-access-logsbucket.yaml,20260428_190409_152f721c,ok,True,3,8,48091,0,0,22956,25135,1.0,1.0,1.0,215.391,,,,,,,,,,,,,,,,,,,,,,,,,
83,Data\groud_truth\template\tgw.yaml,20260428_190744_a48a4ff5,ok,True,3,8,26489,0,0,14904,11585,1.0,1.0,1.0,107.705,,,,,,,,,,,,,,,,,,,,,,,,,
84,Data\groud_truth\template\macie.yaml,20260504_162919_f24af932,ok,True,8,20,198488,0,0,148039,50449,1.0,1.0,1.0,1261.351,,,0.0,0.0,"AWSTemplateFormatVersion: '2010-09-09'
Description: 'CloudFormation template to create AWS Macie session for automated sensitive data discovery and security monitoring.'

Resources:
  MacieServiceRole:
    Type: 'AWS::IAM::Role'
    Properties:
      AssumeRolePolicyDocument:
        Version: '2012-10-17'
        Statement:
          - Effect: Allow
            Principal:
              Service: macie.amazonaws.com
            Action: sts:AssumeRole
      Policies:
        - PolicyName: MacieServicePolicy
          PolicyDocument:
            Version: '2012-10-17'
            Statement:
              - Effect: Allow
                Action:
                  - s3:GetBucketPolicy
                  - s3:GetBucketAcl
                  - s3:GetBucketLocation
                  - s3:ListAllMyBuckets
                  - s3:ListBucket
                  - s3:GetObject
                  - s3:GetObjectTagging
                  - s3:GetBucketTagging
                Resource: '*'
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-MacieServiceRole'
        - Key: Environment
          Value: Production

  MacieJobRole:
    Type: 'AWS::IAM::Role'
    Properties:
      AssumeRolePolicyDocument:
        Version: '2012-10-17'
        Statement:
          - Effect: Allow
            Principal:
              Service: macie.amazonaws.com
            Action: sts:AssumeRole
      Policies:
        - PolicyName: MacieJobPolicy
          PolicyDocument:
            Version: '2012-10-17'
            Statement:
              - Effect: Allow
                Action:
                  - s3:GetObject
                  - s3:GetObjectVersion
                  - s3:GetObjectTagging
                  - s3:ListBucket
                Resource: '*'
      Tags:
        - Key: Name
          Value: !Sub '${AWS::StackName}-MacieJobRole'
        - Key: Environment
          Value: Production

Outputs:
  MacieServiceRoleArn:
    Description: ARN of the Macie Service Role
    Value: !GetAtt MacieServiceRole.Arn
  MacieSessionArn:
    Description: ARN of the Macie Session
    Value: !Sub 'aws macie2 create-session --name ${AWS::StackName}-MacieSession --finding-publisher-arn arn:${AWS::Partition}:events:${AWS::Region}:${AWS::AccountId}:event-bus/default --service-role ${MacieServiceRole.Arn} --status ENABLED --region ${AWS::Region}'
  MacieJobRoleArn:
    Description: ARN of the Macie Job Role
    Value: !GetAtt MacieJobRole.Arn
  MacieJobArn:
    Description: ARN of the Macie Automated Discovery Job
    Value: !Sub 'aws macie2 create-classification-job --job-type ONE_TIME --name ${AWS::StackName}-AutomatedDiscoveryJob --role-arn ${MacieJobRole.Arn} --s3-job-definition ''{""bucketDefinitions"":[{""accountId"":""${AWS::AccountId}"",""buckets"":[""*""]}] }'' --schedule-frequency ''{""daily"":{}}'' --region ${AWS::Region}'",aws,True,arn:aws:cloudformation:us-east-1:649872913223:stack/iac-god-eval-45c9bd13/6d5956f0-4785-11f1-b9ca-123d802fc023,None,"[""Creating stack 'iac-god-eval-45c9bd13' on aws"", 'iac-god-eval-45c9bd13: CREATE_IN_PROGRESS - User Initiated', 'MacieJobRole: CREATE_IN_PROGRESS - N/A', 'MacieServiceRole: CREATE_IN_PROGRESS - N/A', 'MacieServiceRole: CREATE_IN_PROGRESS - Resource creation Initiated', 'MacieJobRole: CREATE_IN_PROGRESS - Resource creation Initiated', 'MacieServiceRole: CREATE_COMPLETE - N/A', 'MacieJobRole: CREATE_COMPLETE - N/A', 'iac-god-eval-45c9bd13: CREATE_COMPLETE - N/A']",344.29,None,MacieServiceRole | MacieJobRole | iac-god-eval-45c9bd13,19.0,14.0,0.0,"[brackets] line 12, column 31: too many spaces inside brackets | [brackets] line 12, column 41: too many spaces inside brackets | [brackets] line 12, column 66: too many spaces inside brackets | [brackets] line 12, column 68: too many spaces inside brackets | [None] line 33, column 29: syntax error: expected '!', but found '[' (syntax) | [brackets] line 33, column 31: too many spaces inside brackets | [brackets] line 33, column 41: too many spaces inside brackets | [brackets] line 33, column 66: too many spaces inside brackets | [brackets] line 33, column 68: too many spaces inside brackets | [brackets] line 34, column 28: too many spaces inside brackets | [brackets] line 34, column 38: too many spaces inside brackets | [brackets] line 34, column 51: too many spaces inside brackets | [brackets] line 34, column 100: too many spaces inside brackets | [brackets] line 34, column 108: too many spaces inside brackets | [brackets] line 34, column 123: too many spaces inside brackets | [brackets] line 137, column 17: too many spaces inside brackets | [brackets] line 137, column 95: too many spaces inside brackets | [brackets] line 140, column 17: too many spaces inside brackets | [brackets] line 140, column 105: too many spaces inside brackets","[W3037] | line 31 | Resource: MacieServiceRole | 'createfindingspublisher' is not one of ['acceptinvitation', 'batchgetcustomdataidentifiers', 'batchupdateautomateddiscoveryaccounts', 'createallowlist', 'createclassificationjob', 'createcustomdataidentifier', 'createfindingsfilter', 'createinvitations', 'createmember', 'createsamplefindings', 'declineinvitations', 'deleteallowlist', 'deletecustomdataidentifier', 'deletefindingsfilter', 'deleteinvitations', 'deletemember', 'describebuckets', 'describeclassificationjob', 'describeorganizationconfiguration', 'disablemacie', 'disableorganizationadminaccount', 'disassociatefromadministratoraccount', 'disassociatefrommasteraccount', 'disassociatemember', 'enablemacie', 'enableorganizationadminaccount', 'getadministratoraccount', 'getallowlist', 'getautomateddiscoveryconfiguration', 'getbucketstatistics', 'getclassificationexportconfiguration', 'getclassificationscope', 'getcustomdataidentifier', 'getfindings', 'getfindingsfilter', 'getfindingspublicationconfiguration', 'getfindingstatistics', 'getinvitationscount', 'getmaciesession', 'getmasteraccount', 'getmember', 'getresourceprofile', 'getrevealconfiguration', 'getsensitivedataoccurrences', 'getsensitivedataoccurrencesavailability', 'getsensitivityinspectiontemplate', 'getusagestatistics', 'getusagetotals', 'listallowlists', 'listautomateddiscoveryaccounts', 'listclassificationjobs', 'listclassificationscopes', 'listcustomdataidentifiers', 'listfindings', 'listfindingsfilters', 'listinvitations', 'listmanageddataidentifiers', 'listmembers', 'listorganizationadminaccounts', 'listresourceprofileartifacts', 'listresourceprofiledetections', 'listsensitivityinspectiontemplates', 'listtagsforresource', 'putclassificationexportconfiguration', 'putfindingspublicationconfiguration', 'searchresources', 'tagresource', 'testcustomdataidentifier', 'untagresource', 'updateallowlist', 'updateautomateddiscoveryconfiguration', 'updateclassificationjob', 'updateclassificationscope', 'updatefindingsfilter', 'updatemaciesession', 'updatemembersession', 'updateorganizationconfiguration', 'updateresourceprofile', 'updateresourceprofiledetections', 'updaterevealconfiguration', 'updatesensitivityinspectiontemplate'] | Check for valid IAM Permissions | [E3006] | line 49 | Resource: MacieSession | Resource type 'AWS::Macie2::Session' does not exist in 'us-east-1' | Resource types are validated against the spec accounting for regions | [E3006] | line 64 | Resource: MemberMacieAccount | Resource type 'AWS::Macie2::Account' does not exist in 'us-east-1' | Resource types are validated against the spec accounting for regions | [E3006] | line 106 | Resource: MacieAutomatedDiscoveryJob | Resource type 'AWS::Macie2::Job' does not exist in 'us-east-1' | Resource types are validated against the spec accounting for regions | [E0000] | line 33 | did not find expected whitespace or line break | Checks for JSON/YAML formatting errors in your template | [W8001] | line 33 | Resource: MemberAccountEnabled | Condition MemberAccountEnabled not used | Making sure the conditions defined are used | [E8001] | line 34 | Resource: MacieRegionEnabled | {'Fn::If': [{'Fn::Equals': [{'Fn::FindInMap': ['SupportedMacieRegions', {'Ref': 'AWS::Region'}, 'Enabled']}, None]}, True, False]} is not of type 'boolean' | Check if Conditions are properly configured | [E3006] | line 70 | Resource: MacieSession | Resource type 'AWS::Macie2::Session' does not exist in 'us-east-1' | Resource types are validated against the spec accounting for regions | [E3006] | line 114 | Resource: MacieAutomatedDiscoveryJob | Resource type 'AWS::Macie2::Job' does not exist in 'us-east-1' | Resource types are validated against the spec accounting for regions | [W2001] | line 5 | Resource: MemberAccountId | Parameter MemberAccountId not used. | Making sure the parameters defined are used | [E3006] | line 76 | Resource: MacieSession | Resource type 'AWS::Macie2::Session' does not exist in 'us-east-1' | Resource types are validated against the spec accounting for regions | [E3006] | line 119 | Resource: MacieAutomatedDiscoveryJob | Resource type 'AWS::Macie2::Job' does not exist in 'us-east-1' | Resource types are validated against the spec accounting for regions | [E3006] | line 38 | Resource: MacieSession | Resource type 'AWS::Macie2::Session' does not exist in 'us-east-1' | Resource types are validated against the spec accounting for regions | [E3006] | line 81 | Resource: MacieAutomatedDiscoveryJob | Resource type 'AWS::Macie2::Job' does not exist in 'us-east-1' | Resource types are validated against the spec accounting for regions",None,None,[E3006] | line 38 | Resource: MacieSession | Resource type 'AWS::Macie2::Session' does not exist in 'us-east-1' | Resource types are validated against the spec accounting for regions | [E3006] | line 81 | Resource: MacieAutomatedDiscoveryJob | Resource type 'AWS::Macie2::Job' does not exist in 'us-east-1' | Resource types are validated against the spec accounting for regions,,True,True,
85,Data\groud_truth\template\CloudWatch2S3-bucket.yaml,20260428_193519_9365790f,ok,True,4,11,82185,0,0,44573,37612,1.0,1.0,1.0,358.505,,,,,,,,,,,,,,,,,,,,,,,,,
86,Data\groud_truth\template\guardduty.yaml,20260428_194118_c46691f8,ok,True,2,5,10902,0,0,5839,5063,1.0,1.0,1.0,58.183,,,,,,,,,,,,,,,,,,,,,,,,,
87,Data\groud_truth\template\essentials.yaml,20260428_194216_f61474ba,ok,True,4,11,67436,0,0,35729,31707,1.0,1.0,1.0,283.273,,,,,,,,,,,,,,,,,,,,,,,,,
88,Data\groud_truth\template\sc-s3-launchrole.yaml,20260428_194659_c7d942e5,ok,True,2,5,24308,0,0,15049,9259,1.0,1.0,1.0,80.037,,,,,,,,,,,,,,,,,,,,,,,,,
89,Data\groud_truth\template\security-hub.yaml,20260428_194819_679d3555,ok,True,2,5,10861,0,0,5996,4865,1.0,1.0,1.0,50.303,,,,,,,,,,,,,,,,,,,,,,,,,
90,Data\groud_truth\template\ec2-image-builder.yaml,20260428_194910_ee4f06a3,ok,True,2,5,57642,0,0,46824,10818,1.0,1.0,1.0,102.165,,,,,,,,,,,,,,,,,,,,,,,,,
91,Data\groud_truth\template\bucket_for_vpc.yaml,20260428_195052_eaa12bd4,ok,True,11,31,272206,0,0,189092,83114,1.0,1.0,1.0,883.151,,,,,,,,,,,,,,,,,,,,,,,,,
92,Data\groud_truth\template\BashScriptAssociation.yaml,20260428_230436_309c91a9,ok,True,3,8,62499,0,0,41059,21440,1.0,1.0,1.0,178.001,,,,,,,,,,,,,,,,,,,,,,,,,
93,Data\groud_truth\template\BashScriptAssociationTags.yaml,20260428_230734_f0ed0262,ok,True,4,11,103862,0,0,62043,41819,1.0,1.0,1.0,342.703,,,,,,,,,,,,,,,,,,,,,,,,,
94,Data\groud_truth\template\BashScriptSSMAutomation.yaml,20260428_231317_987208de,ok,False,15,44,989079,0,0,793785,195294,1.0,1.0,1.0,1750.195,,,,,,,,,,,,,,,,,,,,,,,,,
95,Data\groud_truth\template\BashScriptSSMAutomationTags.yaml,20260428_234227_8ac0b448,ok,True,2,5,35691,0,0,16165,19526,1.0,1.0,1.0,179.329,,,,,,,,,,,,,,,,,,,,,,,,,
