row_index,row_number,matched,difficulty_level,total_required_resources,total_generated_resources,correct_resources,missing_resources,extra_resources,coverage_pct,accuracy_pct,intent_coverage_pct,intent_correct,intent_needed,template_empty,parse_error,gt_missing,ground_truth_path,correct_resource_types,missing_resource_types,extra_resource_types,generated_resource_types,prompt
75,205,True,4,13,38,1,12,37,7.69,2.63,,0,0,False,False,False,cfn_templates/Tianyi2__IRIS/data/cloudformation_collected_templates_new/template_04525_prxu.org-hosted_zone.yml,AWS::Route53::HostedZone,AWS::Route53::RecordSetGroup;AWS::Route53::RecordSetGroup;AWS::Route53::RecordSetGroup;AWS::Route53::RecordSetGroup;AWS::Route53::RecordSetGroup;AWS::Route53::RecordSetGroup;AWS::Route53::RecordSetGroup;AWS::Route53::RecordSetGroup;AWS::Route53::RecordSetGroup;AWS::Route53::RecordSetGroup;AWS::Route53::RecordSetGroup;AWS::Route53::RecordSetGroup,AWS::S3::Bucket;AWS::KMS::Key;AWS::S3::BucketPolicy;AWS::CloudFront::Distribution;AWS::CloudFront::Distribution;AWS::CloudFront::Distribution;AWS::CloudFront::Distribution;AWS::CloudFront::Distribution;AWS::CloudFront::Distribution;AWS::CloudFront::Distribution;AWS::WAFv2::WebACL;AWS::CloudFront::CloudFrontOriginAccessIdentity;AWS::CertificateManager::Certificate;AWS::CertificateManager::Certificate;AWS::CertificateManager::Certificate;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet,AWS::KMS::Key;AWS::S3::Bucket;AWS::CloudFront::CloudFrontOriginAccessIdentity;AWS::S3::BucketPolicy;AWS::Route53::HostedZone;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::WAFv2::WebACL;AWS::CloudFront::Distribution;AWS::CloudFront::Distribution;AWS::CloudFront::Distribution;AWS::CloudFront::Distribution;AWS::CloudFront::Distribution;AWS::CloudFront::Distribution;AWS::CloudFront::Distribution;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::Route53::RecordSet;AWS::CertificateManager::Certificate;AWS::CertificateManager::Certificate;AWS::CertificateManager::Certificate,"We need a CloudFormation template that creates a Route 53 hosted zone for the domain parameter prxu.org (with a trailing period) in the Production environment for use with Google Workspace email services, including apex TXT and MX records with a 300 second TTL for domain verification and email routing to Google's mail servers, plus alias records (A and AAAA) pointing to the respective CloudFront distributions for the dovetail-cdn, dovetail-cdn-staging, feeder CDN (f, f-staging, f.development), ad files CDN (a), and a development sandbox CDN (ryan-cdn) subdomains, along with legacy CNAME records pointing to the corresponding dovetail-cdn subdomains with a 3600 second TTL, CNAME records for the authenticated feed proxy subdomains (production and staging) with a 3600 second TTL, CNAME records for the dovetail router covering production and staging subdomains with a 30 second TTL, and all necessary ACM DNS validation CNAME records for certificates covering the various service and environment-specific subdomains."
76,207,True,3,15,17,6,9,11,40.0,35.29,,0,0,False,False,False,cfn_templates/aws-samples__aws-service-catalog-reference-architectures/blog_content/securing-third-party-data-and-ml-apps/admin-setup-app.yaml,AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter,AWS::ServiceCatalog::CloudFormationProvisionedProduct;AWS::ServiceCatalog::CloudFormationProvisionedProduct;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter,AWS::KMS::Key;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::VPC;AWS::Logs::LogGroup;AWS::IAM::Role;AWS::IAM::Role;AWS::KMS::Alias;AWS::EC2::FlowLog,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::IAM::Role;AWS::Logs::LogGroup;AWS::EC2::FlowLog;AWS::KMS::Key;AWS::KMS::Alias;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::IAM::Role;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter;AWS::SSM::Parameter,"We need a CloudFormation template that creates the foundational infrastructure for an ML workshop, leveraging AWS Service Catalog products (version v2.1) to provision S3 buckets with KMS keys and IAM roles, and a VPC with private subnets across two Availability Zones, then storing all resultant resource references as SSM parameters under a common suffix, with the template accepting parameters for the Availability Zone names, VPC and subnet CIDRs, a flow logs toggle, and a suffix string (default ""reinforce15"") to uniquely name resources and parameter paths."
77,208,True,3,13,13,13,0,0,100.0,100.0,,0,0,False,False,False,cfn_templates/fungusakafungus__cloudformation-jsonschema/tests/examples-troposphere/NatGateway.template,AWS::EC2::NatGateway;AWS::EC2::EIP;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::VPCGatewayAttachment;AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation,,,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::EIP;AWS::EC2::NatGateway;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation,"We need a CloudFormation template that creates a VPC with a public and a private subnet, where the private subnet instances can access the internet through a NAT gateway placed in the public subnet. The VPC CIDR should default to 172.18.0.0/16, the public subnet to 172.18.0.0/22, and the private subnet to 172.18.32.0/21. The template should include an internet gateway, appropriate route tables and associations, and a NAT gateway with an Elastic IP attached to it. The public subnet should have auto-assign public IP enabled, while the private subnet should not. This is for testing outbound connectivity from private resources."
78,211,True,5,21,35,19,2,16,90.48,54.29,,0,0,False,False,False,cfn_templates/aws-solutions-library-samples__guidance-for-crossregion-failover-and-graceful-failback-and-observability-on-aws/templates/cloudwatch-alarms.yaml,AWS::CloudWatch::CompositeAlarm;AWS::CloudWatch::CompositeAlarm;AWS::CloudWatch::CompositeAlarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm,AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm,AWS::KMS::Key;AWS::ApiGateway::Deployment;AWS::ApiGateway::RestApi;AWS::RDS::DBCluster;AWS::ApiGateway::Stage;AWS::ApiGateway::Method;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::RDS::DBSubnetGroup;AWS::EC2::VPC;AWS::Lambda::Function;AWS::Lambda::Function;AWS::RDS::DBInstance;AWS::EC2::SecurityGroup;AWS::ApiGateway::Resource;AWS::IAM::Role,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::RDS::DBSubnetGroup;AWS::EC2::SecurityGroup;AWS::KMS::Key;AWS::RDS::DBCluster;AWS::RDS::DBInstance;AWS::IAM::Role;AWS::Lambda::Function;AWS::Lambda::Function;AWS::ApiGateway::RestApi;AWS::ApiGateway::Resource;AWS::ApiGateway::Method;AWS::ApiGateway::Deployment;AWS::ApiGateway::Stage;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::CompositeAlarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::CompositeAlarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::Alarm;AWS::CloudWatch::CompositeAlarm,"We need a CloudFormation template that creates composite CloudWatch alarms for monitoring the health of a cross-region failover application, targeting an existing Remittance API Gateway API, existing GetRemittances and CreateRemittance Lambda functions, and an existing dbcluster1-instance1 RDS instance, with composite alarms named API Gateway Health, Lambda Health, and RDS Health that each aggregate their underlying metric alarms with an OR-based alarm rule so that any single triggered condition trips the composite; for the API Gateway, alarm on 4XX errors averaging above 0 over a 300 second period, 5XX errors averaging above 1 over a 60 second period, and latency at or above 10000 milliseconds over a 300 second period, each evaluated over a single evaluation period with one datapoint to alarm and TreatMissingData set to notBreaching; for the Lambda functions, alarm when summed errors exceed 0 over a 60 second period and when summed invocations exceed 2 over a 60 second period, each with a single evaluation period, one datapoint to alarm, and TreatMissingData set to notBreaching (the invocations alarms feed into the Lambda Health composite, though the composite rule only references the errors and duration alarms), while the two duration alarms (average duration at or above 10000 milliseconds over a 900 second period, single evaluation period, one datapoint to alarm) have TreatMissingData set to missing; for the RDS instance, alarm on high CPU utilization averaging at or above 70 percent, database connections averaging at or above 100, deadlocks averaging at or above 10, network transmit and receive throughput each averaging at or above 10485760 bytes, queries averaging at or above 100, disk queue depth averaging at or above 50, and read and write latency each averaging at or above 0.1 seconds, each evaluated over a 300 second period with a single evaluation period and one datapoint to alarm, leaving TreatMissingData unset on every RDS alarm so CloudWatch's standard default treatment applies."
79,212,True,4,8,14,6,2,8,75.0,42.86,,0,0,False,False,False,cfn_templates/SajixInc__AWS-Lexbot/templates/cognito.yaml,AWS::Cognito::IdentityPoolRoleAttachment;AWS::IAM::Role;AWS::IAM::Role;AWS::Cognito::UserPoolClient;AWS::Cognito::UserPool;AWS::Cognito::IdentityPool,AWS::IAM::Role;AWS::IAM::Role,AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy,AWS::Cognito::UserPool;AWS::Cognito::UserPoolClient;AWS::Cognito::IdentityPool;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy;AWS::Cognito::IdentityPoolRoleAttachment,"We need a CloudFormation template that creates a Cognito-based authentication layer for a Lex chatbot web UI, supporting both authenticated and unauthenticated access, with IAM roles for either Lex V1 or Lex V2 depending on which bot is provided, and an optional policy to allow invoking a live chat API. The template should include a Cognito user pool with email as the username alias and auto-verified email, requiring given_name, family_name, email, and preferred_username as required attributes, a user pool client with no secret, and a Cognito identity pool that allows unauthenticated identities and is linked to the user pool. It must also create identity pool role attachments and separate IAM roles for authenticated and unauthenticated users, each with appropriate trust policies for Cognito and policies that grant either Lex V1 actions (like PostText and PostContent) or Lex V2 actions (like RecognizeText and RecognizeUtterance) based on a condition, plus a Polly synthesise speech permission for authenticated roles. The template should accept parameters for the identity pool name (default ""identity pool""), the Lex V1 bot name (default ""OrderFlowers"") and optional Lex V2 bot ID and alias ID, a ForceCognitoLogin flag (default false) that, when true, denies unauthenticated Lex and API actions, and a ShouldEnableLiveChat flag (default false) that conditionally adds an execute-api invoke permission for a livechat endpoint. The deployment should choose Lex V1 if the bot name is provided and Lex V2 if the bot ID is provided, and the template should export the identity pool ID, user pool ID, and user pool client ID as outputs."
80,218,True,5,28,28,28,0,0,100.0,100.0,,0,0,False,False,False,cfn_templates/samhays__aws-perspective/source/cfn/templates/zoom-vpc.yaml,AWS::EC2::EIP;AWS::EC2::EIP;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::InternetGateway;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::EC2::VPC;AWS::EC2::SecurityGroup;AWS::Logs::LogGroup;AWS::IAM::Role;AWS::EC2::NatGateway;AWS::EC2::NatGateway;AWS::EC2::FlowLog,,,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::EIP;AWS::EC2::EIP;AWS::EC2::NatGateway;AWS::EC2::NatGateway;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::IAM::Role;AWS::Logs::LogGroup;AWS::EC2::FlowLog;AWS::EC2::SecurityGroup;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint,"We need a CloudFormation template that creates a VPC with CIDR 10.0.0.0/16, two public subnets (10.0.1.0/24 and 10.0.2.0/24) and two private subnets (10.0.11.0/24 and 10.0.12.0/24) spread across two Availability Zones, along with an Internet Gateway, a public route table with a default route to the Internet, two NAT Gateways (one per AZ) each with an Elastic IP and associated private route tables for outbound traffic from the private subnets, VPC Flow Logs that log all traffic to a CloudWatch Log Group with a configurable retention period (default 14 days) and traffic type (default ALL), and three VPC Endpoints: a Gateway endpoint for S3 (added to all route tables) and Interface endpoints for ECR API and ECR DKR placed in the private subnets with private DNS enabled; the template should be region-agnostic and include a mapping for AZ letters per region."
81,219,True,4,8,5,4,4,1,50.0,80.0,,0,0,False,False,False,cfn_templates/aws-solutions-library-samples__guidance-for-multi-region-resilient-microservice-on-aws/deployment/chaos/multi-region-scenario.yaml,AWS::KMS::Key;AWS::FIS::ExperimentTemplate;AWS::Logs::LogGroup;AWS::IAM::Role,AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy,AWS::IAM::Policy,AWS::KMS::Key;AWS::Logs::LogGroup;AWS::IAM::Role;AWS::IAM::Policy;AWS::FIS::ExperimentTemplate,"We need a CloudFormation template that creates an AWS Fault Injection Simulator (FIS) experiment template designed for chaos engineering testing across multiple AWS services. The experiment must block application network traffic from the local deployment region to a target region (provided via a parameter) and pause cross-region replication for a configurable duration that defaults to 20 minutes. The experiment should specifically target transit gateways, subnets, S3 buckets, and DynamoDB global tables that possess a 'ChaosAllowed' tag set to true. Additionally, the template must provision all necessary IAM roles and policies to allow FIS to perform these specific actions (disrupting transit gateway and route table connectivity, and pausing S3 and DynamoDB replication). Finally, include a CloudWatch log group encrypted with a dedicated KMS key for experiment logging."
82,220,True,4,25,26,25,0,1,100.0,96.15,,0,0,False,False,False,cfn_templates/aws-samples__sample-mwaa-bpg-emr-on-eks-spark-pipeline/infra/cloudformation/network-stack.yaml,AWS::KMS::Key;AWS::EC2::EIP;AWS::EC2::EIP;AWS::EC2::NatGateway;AWS::EC2::NatGateway;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::RouteTable;AWS::EC2::InternetGateway;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::VPCGatewayAttachment;AWS::EC2::VPC;AWS::IAM::Role;AWS::Logs::LogGroup;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::Route;AWS::EC2::FlowLog,,AWS::KMS::Alias,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::EIP;AWS::EC2::EIP;AWS::EC2::NatGateway;AWS::EC2::NatGateway;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::KMS::Key;AWS::KMS::Alias;AWS::Logs::LogGroup;AWS::IAM::Role;AWS::EC2::FlowLog,"We need a CloudFormation template that creates a networking foundation for an MWAA BPG Spark Pipeline infrastructure, including a VPC with a CIDR of 10.192.0.0/16, two public subnets (10.192.10.0/24 and 10.192.11.0/24) and two private subnets (10.192.20.0/24 and 10.192.21.0/24) spread across two availability zones, with the public subnets tagged for Kubernetes load balancer use and the private subnets tagged for internal load balancer use, along with NAT gateways in each public subnet to provide outbound internet access for the private subnets, and the whole stack should be prefixed with the project name ""MWAA-BPG-Spark-Pipeline"" for all resource naming, and we also need VPC flow logs enabled with a 30-day retention period and encrypted using a customer-managed KMS key with rotation enabled."
83,225,True,4,9,18,8,1,10,88.89,44.44,,0,0,False,False,False,cfn_templates/Yoshiki0705__fsxn-observability-integrations/shared/templates/content-classification-scanner.yaml,AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::Lambda::Function;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::DynamoDB::Table,AWS::Logs::LogGroup,AWS::KMS::Key;AWS::EC2::RouteTable;AWS::S3::AccessPoint;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::S3::Bucket;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::VPC;AWS::KMS::Alias,AWS::KMS::Key;AWS::KMS::Alias;AWS::S3::Bucket;AWS::S3::AccessPoint;AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::SecurityGroup;AWS::EC2::RouteTable;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::DynamoDB::Table;AWS::IAM::Role;AWS::Lambda::Function;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint,"We need a CloudFormation template that creates a content-level PII classification scanner for files exposed through an S3 Access Point, using Amazon Comprehend's DetectPiiEntities to identify sensitive data and storing the results in a DynamoDB table with optional SNS notifications. By default the scanner Lambda should run outside any VPC, which is the simplest path and only works if the access point being scanned is internet-origin; before invoking, the access point's network origin should be checked and if it comes back as VPC-scoped, the VPC ID, subnet IDs, a security group ID, and route table IDs must be supplied so the Lambda can be deployed inside that same VPC to reach it, since these all default to empty for the outside-VPC case. When a VPC ID is supplied, the template should optionally create the VPC endpoints needed for the Lambda to reach S3, DynamoDB, Comprehend, and SNS, controlled by a create-endpoints flag that defaults to true; this flag should be set to false instead if the target VPC already has any of those four endpoints, since a duplicate Interface endpoint for a service that already has one, or a second S3 Gateway endpoint bound to the same route tables, will fail and roll back the whole stack. The template should include a DynamoDB table for classification reports with point-in-time recovery and encryption, an IAM role granting the Lambda permissions to read from the access point, call Comprehend, write to DynamoDB, publish to SNS, and create logs, and a Lambda function with configurable memory (defaulting to 512 MB), timeout (defaulting to 600 seconds), a default Comprehend language code (defaulting to English), and a default maximum number of files to scan per invocation (defaulting to 500, as a cost and runtime control). The Lambda code should handle chunking of large files, sampling, and pagination through the access point's objects. The stack should output the scanner function ARN, the report table name, and an example CLI invocation command."
84,226,True,5,13,13,13,0,0,100.0,100.0,,0,0,False,False,False,cfn_templates/kubernetes-sigs__cluster-api-provider-aws/cmd/clusterawsadm/cloudformation/bootstrap/fixtures/with_eks_default_roles.yaml,AWS::IAM::InstanceProfile;AWS::IAM::InstanceProfile;AWS::IAM::InstanceProfile;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy,,,AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::IAM::InstanceProfile;AWS::IAM::InstanceProfile,"We need a CloudFormation template that creates the IAM roles, instance profiles, and managed policies required for Cluster API Provider AWS (CAPA) to manage Kubernetes clusters on AWS, including support for EKS. The template should provision separate roles for the control plane, nodes, and controllers using the naming prefixes ""control-plane."", ""nodes."", and ""controllers."" combined with the suffix ""cluster-api-provider-aws.sigs.k8s.io"", with matching instance profiles, and it must define explicit trust policies for every role: the control-plane and nodes roles trust ec2.amazonaws.com, the controllers role trusts ec2.amazonaws.com and pods.eks.amazonaws.com, the EKS control-plane role trusts eks.amazonaws.com and receives the AmazonEKSClusterPolicy, the EKS node-group role trusts both ec2.amazonaws.com and eks.amazonaws.com and receives the AmazonEKSWorkerNodePolicy, AmazonEKS_CNI_Policy, and AmazonEC2ContainerRegistryReadOnly, the nodes role also receives those same three standard EKS node policies, and the EKS Fargate role trusts eks-fargate-pods.amazonaws.com and receives the AmazonEKSFargatePodExecutionRolePolicy. The template must also create the ""controllers-eks"" managed policy granting EKS cluster management, SSM parameter retrieval, KMS key operations, and EKS service-linked-role creation, plus the core controller, control-plane, and node managed policies that allow CAPA to fully manage Kubernetes cluster infrastructure across EC2, ELB, Auto Scaling, EKS, IAM, and Secrets Manager, with Secrets Manager access limited to secrets under the ""aws.cluster.x-k8s.io/*"" path and all permissions following least privilege."
85,231,True,4,10,11,5,5,6,50.0,45.45,,0,0,False,False,False,cfn_templates/Tianyi2__IRIS/data/cloudformation_collected_templates_new/template_15199_athena-sample-queries-appstream-usage-data_template.yml,AWS::Athena::NamedQuery;AWS::Athena::NamedQuery;AWS::Athena::NamedQuery;AWS::Athena::NamedQuery;AWS::Athena::NamedQuery,AWS::Athena::NamedQuery;AWS::Athena::NamedQuery;AWS::Athena::NamedQuery;AWS::Athena::NamedQuery;AWS::Athena::NamedQuery,AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::KMS::Key;AWS::Glue::Table;AWS::Glue::Database;AWS::KMS::Alias,AWS::KMS::Key;AWS::KMS::Alias;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::Glue::Database;AWS::Glue::Table;AWS::Athena::NamedQuery;AWS::Athena::NamedQuery;AWS::Athena::NamedQuery;AWS::Athena::NamedQuery;AWS::Athena::NamedQuery,"We need a CloudFormation template that creates a set of Amazon Athena named queries for analyzing AppStream 2.0 usage data, using a database named ""appstream-usage"" that the queries run against, providing pre-built queries for current and previous month comparisons of average session length per stack, daily session counts, all session details, streaming hours per user, and unique users per application, all aimed at simplifying monthly reporting and analysis of AppStream 2.0 session metrics."
86,236,True,5,36,36,34,2,2,94.44,94.44,,0,0,False,False,False,cfn_templates/aws-samples__sample-nih-genai-assistant/bucketfiles/nih-grants-api.yaml,AWS::ApiGateway::UsagePlan;AWS::KMS::Key;AWS::ApiGateway::Deployment;AWS::ApiGateway::ApiKey;AWS::ApiGateway::Account;AWS::ApiGateway::RestApi;AWS::ApiGateway::Authorizer;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::UsagePlanKey;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::IAM::Role;AWS::IAM::Role;AWS::KMS::Alias;AWS::SQS::Queue;AWS::SQS::Queue,AWS::SQS::QueuePolicy;AWS::SQS::QueuePolicy,AWS::ApiGateway::Stage;AWS::Logs::LogGroup,AWS::ApiGateway::RestApi;AWS::ApiGateway::Authorizer;AWS::IAM::Role;AWS::ApiGateway::Account;AWS::Logs::LogGroup;AWS::KMS::Key;AWS::KMS::Alias;AWS::SQS::Queue;AWS::SQS::Queue;AWS::IAM::Role;AWS::ApiGateway::Resource;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Resource;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Resource;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Resource;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Resource;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Resource;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Resource;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Deployment;AWS::ApiGateway::Stage;AWS::ApiGateway::ApiKey;AWS::ApiGateway::UsagePlan;AWS::ApiGateway::UsagePlanKey,"We need a CloudFormation template that creates a regional REST API for an NIH Grants backend, secured with a Cognito user pool authorizer where the user pool ARN is accepted as an input parameter with a placeholder default, and the template must include an AWS::ApiGateway::Account resource configured with a CloudWatch logs role ARN, along with POST endpoints at the exact paths /search, /scrapeURLContext, /modelPrompts, /checkTemplateStatus, /listS3Artifacts, /templateGen, and /nihrSearch, where the /templateGen endpoint integrates directly with an SQS queue (using the IAM role for sending messages) and the /nihrSearch endpoint proxies to the public NIH RePORTER API, all with CORS support, and the template must provision a new SQS queue with a dead-letter queue, a KMS key for encrypting both queues and API Gateway logs, the necessary IAM roles for API Gateway to send messages to the queue and push logs to CloudWatch, and deploy the API to a Dev stage with an API key and a usage plan that enforces a quota of 5000 requests per month, a rate limit of 10 requests per second, and a burst limit of 20."
