row_number,template,prompt,checkov_passed,checkov_error,total_checks,passed_checks,failed_checks,policy_pass_rate,fully_compliant,severity_critical,severity_high,severity_medium,severity_low,severity_unknown,violation_ids,violation_titles,violations_json,swvs
126,Data\groud_truth\template\apigateway_kinesis.yaml,"We need a CloudFormation template that creates a REST API Gateway integrated with Amazon Kinesis Data Streams, which enables HTTP-based interaction for ingesting and retrieving streaming data without direct AWS SDK dependencies. The template should provision a Kinesis stream and an API Gateway with endpoints to PUT records (single or batch), GET records via shard iterators, and manage stream metadata. Security configurations include an IAM role granting API Gateway permissions to perform Kinesis actions (`PutRecord`, `GetRecords`, etc.). The API transforms incoming HTTP requests into Kinesis-compatible formats (e.g., base64 encoding data, handling partition keys) and routes them to the specified stream.",False,,14,9,5,0.6429,False,0,0,0,0,5,"[""CKV_AWS_43"", ""CKV_AWS_59"", ""CKV_AWS_59"", ""CKV_AWS_59"", ""CKV_AWS_59""]","[""Ensure Kinesis Stream is securely encrypted"", ""Ensure there is no open access to back-end resources through API"", ""Ensure there is no open access to back-end resources through API"", ""Ensure there is no open access to back-end resources through API"", ""Ensure there is no open access to back-end resources through API""]","[{""check_id"": ""CKV_AWS_43"", ""check_title"": ""Ensure Kinesis Stream is securely encrypted"", ""resource"": ""AWS::Kinesis::Stream.KinesisStream"", ""resource_type"": ""AWS::Kinesis::Stream"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/apigateway_kinesis.yaml"", ""lines"": [5, 8], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/bc-aws-general-22""}, {""check_id"": ""CKV_AWS_59"", ""check_title"": ""Ensure there is no open access to back-end resources through API"", ""resource"": ""AWS::ApiGateway::Method.recordMethodPost"", ""resource_type"": ""AWS::ApiGateway::Method"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/apigateway_kinesis.yaml"", ""lines"": [77, 104], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/public-policies/public-6-api-gateway-authorizer-set""}, {""check_id"": ""CKV_AWS_59"", ""check_title"": ""Ensure there is no open access to back-end resources through API"", ""resource"": ""AWS::ApiGateway::Method.recordsMethodPost"", ""resource_type"": ""AWS::ApiGateway::Method"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/apigateway_kinesis.yaml"", ""lines"": [106, 138], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/public-policies/public-6-api-gateway-authorizer-set""}, {""check_id"": ""CKV_AWS_59"", ""check_title"": ""Ensure there is no open access to back-end resources through API"", ""resource"": ""AWS::ApiGateway::Method.sharditeratorMethodGET"", ""resource_type"": ""AWS::ApiGateway::Method"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/apigateway_kinesis.yaml"", ""lines"": [140, 168], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/public-policies/public-6-api-gateway-authorizer-set""}, {""check_id"": ""CKV_AWS_59"", ""check_title"": ""Ensure there is no open access to back-end resources through API"", ""resource"": ""AWS::ApiGateway::Method.recordsMethodGET"", ""resource_type"": ""AWS::ApiGateway::Method"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/apigateway_kinesis.yaml"", ""lines"": [170, 196], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/public-policies/public-6-api-gateway-authorizer-set""}]",2.5
127,Data\groud_truth\template\efs_easy.yaml,"We need a CloudFormation template that creates an Amazon EFS file system with basic configurations for a testing environment, which establishes a shared storage solution in us-east-1a. ",False,,1,0,1,0.0,False,0,0,0,0,1,"[""CKV_AWS_42""]","[""Ensure EFS is securely encrypted""]","[{""check_id"": ""CKV_AWS_42"", ""check_title"": ""Ensure EFS is securely encrypted"", ""resource"": ""AWS::EFS::FileSystem.FileSystemResource"", ""resource_type"": ""AWS::EFS::FileSystem"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/efs_easy.yaml"", ""lines"": [4, 15], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/general-17""}]",0.5
128,Data\groud_truth\template\securityhub-controls.yaml,"We need a CloudFormation template that creates an automated solution for managing AWS Security Hub controls, which selectively disables specific compliance checks (CIS Benchmarks and AWS Foundational Security Best Practices) to tailor security monitoring to organizational requirements. The template deploys a Lambda function that programmatically updates Security Hub controls via the AWS SDK, enabling or disabling them based on user-provided parameters (e.g., `DisableCIS140Controls`). Security configurations include IAM roles with optional permissions boundaries and CloudWatch Logs retention policies. ",False,,25,21,4,0.84,False,0,0,0,0,4,"[""CKV_AWS_117"", ""CKV_AWS_116"", ""CKV_AWS_115"", ""CKV_AWS_158""]","[""Ensure that AWS Lambda function is configured inside a VPC"", ""Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)"", ""Ensure that AWS Lambda function is configured for function-level concurrent execution limit"", ""Ensure that CloudWatch Log Group is encrypted by KMS""]","[{""check_id"": ""CKV_AWS_117"", ""check_title"": ""Ensure that AWS Lambda function is configured inside a VPC"", ""resource"": ""AWS::Lambda::Function.LambdaFunction"", ""resource_type"": ""AWS::Lambda::Function"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/securityhub-controls.yaml"", ""lines"": [91, 159], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-aws-lambda-function-is-configured-inside-a-vpc-1""}, {""check_id"": ""CKV_AWS_116"", ""check_title"": ""Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)"", ""resource"": ""AWS::Lambda::Function.LambdaFunction"", ""resource_type"": ""AWS::Lambda::Function"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/securityhub-controls.yaml"", ""lines"": [91, 159], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-aws-lambda-function-is-configured-for-a-dead-letter-queue-dlq""}, {""check_id"": ""CKV_AWS_115"", ""check_title"": ""Ensure that AWS Lambda function is configured for function-level concurrent execution limit"", ""resource"": ""AWS::Lambda::Function.LambdaFunction"", ""resource_type"": ""AWS::Lambda::Function"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/securityhub-controls.yaml"", ""lines"": [91, 159], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-aws-lambda-function-is-configured-for-function-level-concurrent-execution-limit""}, {""check_id"": ""CKV_AWS_158"", ""check_title"": ""Ensure that CloudWatch Log Group is encrypted by KMS"", ""resource"": ""AWS::Logs::LogGroup.LambdaLogGroup"", ""resource_type"": ""AWS::Logs::LogGroup"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/securityhub-controls.yaml"", ""lines"": [160, 164], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-cloudwatch-log-group-is-encrypted-by-kms""}]",2.0
129,Data\groud_truth\template\config.yaml,"We need a CloudFormation template that creates a secure and compliant AWS Config setup with customizable retention policies and delivery configurations, which automates resource configuration tracking and audit logging across an AWS account. The template provisions an S3 bucket (or integrates with an existing one) to store configuration snapshots, an SNS topic for notifications, and configures AWS Config to record all resource changes with global coverage. Security measures include enforcing SSL for S3 bucket access, blocking public access, and optional IAM permission boundaries. A Lambda function dynamically manages retention periods (via custom resource) to align with compliance requirements (default: 2557 days) and adjusts delivery frequency (e.g., hourly/daily snapshots). ",False,,51,44,7,0.8627,False,0,0,0,0,7,"[""CKV_AWS_18"", ""CKV_AWS_21"", ""CKV_AWS_26"", ""CKV_AWS_117"", ""CKV_AWS_116"", ""CKV_AWS_115"", ""CKV_AWS_158""]","[""Ensure the S3 bucket has access logging enabled"", ""Ensure the S3 bucket has versioning enabled"", ""Ensure all data stored in the SNS topic is encrypted"", ""Ensure that AWS Lambda function is configured inside a VPC"", ""Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)"", ""Ensure that AWS Lambda function is configured for function-level concurrent execution limit"", ""Ensure that CloudWatch Log Group is encrypted by KMS""]","[{""check_id"": ""CKV_AWS_18"", ""check_title"": ""Ensure the S3 bucket has access logging enabled"", ""resource"": ""AWS::S3::Bucket.ConfigBucket"", ""resource_type"": ""AWS::S3::Bucket"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/config.yaml"", ""lines"": [69, 77], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/s3-policies/s3-13-enable-logging""}, {""check_id"": ""CKV_AWS_21"", ""check_title"": ""Ensure the S3 bucket has versioning enabled"", ""resource"": ""AWS::S3::Bucket.ConfigBucket"", ""resource_type"": ""AWS::S3::Bucket"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/config.yaml"", ""lines"": [69, 77], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/s3-policies/s3-16-enable-versioning""}, {""check_id"": ""CKV_AWS_26"", ""check_title"": ""Ensure all data stored in the SNS topic is encrypted"", ""resource"": ""AWS::SNS::Topic.ConfigTopic"", ""resource_type"": ""AWS::SNS::Topic"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/config.yaml"", ""lines"": [96, 98], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/general-15""}, {""check_id"": ""CKV_AWS_117"", ""check_title"": ""Ensure that AWS Lambda function is configured inside a VPC"", ""resource"": ""AWS::Lambda::Function.LambdaFunction"", ""resource_type"": ""AWS::Lambda::Function"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/config.yaml"", ""lines"": [197, 231], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-aws-lambda-function-is-configured-inside-a-vpc-1""}, {""check_id"": ""CKV_AWS_116"", ""check_title"": ""Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)"", ""resource"": ""AWS::Lambda::Function.LambdaFunction"", ""resource_type"": ""AWS::Lambda::Function"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/config.yaml"", ""lines"": [197, 231], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-aws-lambda-function-is-configured-for-a-dead-letter-queue-dlq""}, {""check_id"": ""CKV_AWS_115"", ""check_title"": ""Ensure that AWS Lambda function is configured for function-level concurrent execution limit"", ""resource"": ""AWS::Lambda::Function.LambdaFunction"", ""resource_type"": ""AWS::Lambda::Function"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/config.yaml"", ""lines"": [197, 231], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-aws-lambda-function-is-configured-for-function-level-concurrent-execution-limit""}, {""check_id"": ""CKV_AWS_158"", ""check_title"": ""Ensure that CloudWatch Log Group is encrypted by KMS"", ""resource"": ""AWS::Logs::LogGroup.LambdaLogGroup"", ""resource_type"": ""AWS::Logs::LogGroup"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/config.yaml"", ""lines"": [232, 236], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-cloudwatch-log-group-is-encrypted-by-kms""}]",3.5
130,Data\groud_truth\template\account-password-policy.yaml,"We need a CloudFormation template that creates and manages an AWS account-wide IAM password policy with customizable security requirements, which enforces strong authentication practices for IAM users. The template configures parameters such as minimum password length (default: 14), mandatory character types (uppercase, lowercase, numbers, symbols), password expiration (e.g., 90 days), reuse prevention (e.g., 24 previous passwords), and self-service password changes. Security configurations include a Lambda function to dynamically apply/remove the policy via AWS SDK and optional IAM permission boundaries. ",False,,25,21,4,0.84,False,0,0,0,0,4,"[""CKV_AWS_117"", ""CKV_AWS_116"", ""CKV_AWS_115"", ""CKV_AWS_158""]","[""Ensure that AWS Lambda function is configured inside a VPC"", ""Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)"", ""Ensure that AWS Lambda function is configured for function-level concurrent execution limit"", ""Ensure that CloudWatch Log Group is encrypted by KMS""]","[{""check_id"": ""CKV_AWS_117"", ""check_title"": ""Ensure that AWS Lambda function is configured inside a VPC"", ""resource"": ""AWS::Lambda::Function.LambdaFunctionV2"", ""resource_type"": ""AWS::Lambda::Function"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/account-password-policy.yaml"", ""lines"": [149, 194], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-aws-lambda-function-is-configured-inside-a-vpc-1""}, {""check_id"": ""CKV_AWS_116"", ""check_title"": ""Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)"", ""resource"": ""AWS::Lambda::Function.LambdaFunctionV2"", ""resource_type"": ""AWS::Lambda::Function"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/account-password-policy.yaml"", ""lines"": [149, 194], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-aws-lambda-function-is-configured-for-a-dead-letter-queue-dlq""}, {""check_id"": ""CKV_AWS_115"", ""check_title"": ""Ensure that AWS Lambda function is configured for function-level concurrent execution limit"", ""resource"": ""AWS::Lambda::Function.LambdaFunctionV2"", ""resource_type"": ""AWS::Lambda::Function"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/account-password-policy.yaml"", ""lines"": [149, 194], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-aws-lambda-function-is-configured-for-function-level-concurrent-execution-limit""}, {""check_id"": ""CKV_AWS_158"", ""check_title"": ""Ensure that CloudWatch Log Group is encrypted by KMS"", ""resource"": ""AWS::Logs::LogGroup.LambdaLogGroup"", ""resource_type"": ""AWS::Logs::LogGroup"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/account-password-policy.yaml"", ""lines"": [195, 199], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-cloudwatch-log-group-is-encrypted-by-kms""}]",2.0
131,Data\groud_truth\template\alert.yaml,"We need a CloudFormation template that creates a centralized alerting system using Amazon SNS, which aggregates notifications from multiple AWS services (e.g., CloudWatch Alarms, RDS, S3, Budgets) and routes them to configurable endpoints like email, HTTP/HTTPS URLs, or a fallback email for delivery failures. The template provisions an SNS topic with a policy allowing authorized AWS services to publish alerts, along with subscriptions for user-defined endpoints (email, webhooks) and retry policies for HTTP(S) targets. A CloudWatch Alarm monitors failed notifications and triggers a fallback SNS topic to ensure redundancy. Note the email and httpsendpoints may not be provided, so consider add conditions.",False,,2,0,2,0.0,False,0,0,0,0,2,"[""CKV_AWS_26"", ""CKV_AWS_26""]","[""Ensure all data stored in the SNS topic is encrypted"", ""Ensure all data stored in the SNS topic is encrypted""]","[{""check_id"": ""CKV_AWS_26"", ""check_title"": ""Ensure all data stored in the SNS topic is encrypted"", ""resource"": ""AWS::SNS::Topic.Topic"", ""resource_type"": ""AWS::SNS::Topic"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/alert.yaml"", ""lines"": [52, 54], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/general-15""}, {""check_id"": ""CKV_AWS_26"", ""check_title"": ""Ensure all data stored in the SNS topic is encrypted"", ""resource"": ""AWS::SNS::Topic.FallbackTopic"", ""resource_type"": ""AWS::SNS::Topic"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/alert.yaml"", ""lines"": [94, 96], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/general-15""}]",1.0
132,Data\groud_truth\template\batch-demo.template.yaml,"We need a CloudFormation template that creates an AWS Batch environment for executing containerized batch jobs, which automates infrastructure setup for scalable data processing tasks (e.g., S3 file operations). The template provisions a VPC with a subnet, an S3 bucket for input/output data, and configures AWS Batch components: a compute environment (EC2-based, with `m5.large` instances), a job queue, and a job definition using a Docker image (default: `amazonlinux`). The job definition includes a sample script that installs the AWS CLI, copies an S3 object, and re-uploads it, demonstrating basic workflow automation. ",False,,34,27,7,0.7941,False,0,0,0,0,7,"[""CKV_AWS_18"", ""CKV_AWS_53"", ""CKV_AWS_54"", ""CKV_AWS_21"", ""CKV_AWS_55"", ""CKV_AWS_56"", ""CKV_AWS_23""]","[""Ensure the S3 bucket has access logging enabled"", ""Ensure S3 bucket has block public ACLs enabled"", ""Ensure S3 bucket has block public policy enabled"", ""Ensure the S3 bucket has versioning enabled"", ""Ensure S3 bucket has ignore public ACLs enabled"", ""Ensure S3 bucket has RestrictPublicBuckets enabled"", ""Ensure every security groups rule has a description""]","[{""check_id"": ""CKV_AWS_18"", ""check_title"": ""Ensure the S3 bucket has access logging enabled"", ""resource"": ""AWS::S3::Bucket.MyS3Bucket"", ""resource_type"": ""AWS::S3::Bucket"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/batch-demo.template.yaml"", ""lines"": [15, 16], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/s3-policies/s3-13-enable-logging""}, {""check_id"": ""CKV_AWS_53"", ""check_title"": ""Ensure S3 bucket has block public ACLs enabled"", ""resource"": ""AWS::S3::Bucket.MyS3Bucket"", ""resource_type"": ""AWS::S3::Bucket"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/batch-demo.template.yaml"", ""lines"": [15, 16], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/s3-policies/bc-aws-s3-19""}, {""check_id"": ""CKV_AWS_54"", ""check_title"": ""Ensure S3 bucket has block public policy enabled"", ""resource"": ""AWS::S3::Bucket.MyS3Bucket"", ""resource_type"": ""AWS::S3::Bucket"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/batch-demo.template.yaml"", ""lines"": [15, 16], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/s3-policies/bc-aws-s3-20""}, {""check_id"": ""CKV_AWS_21"", ""check_title"": ""Ensure the S3 bucket has versioning enabled"", ""resource"": ""AWS::S3::Bucket.MyS3Bucket"", ""resource_type"": ""AWS::S3::Bucket"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/batch-demo.template.yaml"", ""lines"": [15, 16], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/s3-policies/s3-16-enable-versioning""}, {""check_id"": ""CKV_AWS_55"", ""check_title"": ""Ensure S3 bucket has ignore public ACLs enabled"", ""resource"": ""AWS::S3::Bucket.MyS3Bucket"", ""resource_type"": ""AWS::S3::Bucket"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/batch-demo.template.yaml"", ""lines"": [15, 16], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/s3-policies/bc-aws-s3-21""}, {""check_id"": ""CKV_AWS_56"", ""check_title"": ""Ensure S3 bucket has RestrictPublicBuckets enabled"", ""resource"": ""AWS::S3::Bucket.MyS3Bucket"", ""resource_type"": ""AWS::S3::Bucket"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/batch-demo.template.yaml"", ""lines"": [15, 16], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/s3-policies/bc-aws-s3-22""}, {""check_id"": ""CKV_AWS_23"", ""check_title"": ""Ensure every security groups rule has a description"", ""resource"": ""AWS::EC2::SecurityGroup.BatchSecurityGroup"", ""resource_type"": ""AWS::EC2::SecurityGroup"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/batch-demo.template.yaml"", ""lines"": [89, 98], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-networking-policies/networking-31""}]",3.5
133,Data\groud_truth\template\arch7-lab1.template.yaml,"We need a CloudFormation template that creates a self-contained web server environment in AWS, which provisions a VPC, subnet, security group, and an EC2 instance preconfigured with Apache, PHP, and sample web content. The template deploys a `t2.micro` instance using the latest Amazon Linux AMI, configures HTTP access via a security group, and automates software installation/content deployment via a user data script. The instance retrieves a ZIP file from S3, unzips it into the web root, and hosts the content. ",False,,6,4,2,0.6667,False,0,0,0,0,2,"[""CKV_AWS_260"", ""CKV_AWS_23""]","[""Ensure no security groups allow ingress from 0.0.0.0:0 to port 80"", ""Ensure every security groups rule has a description""]","[{""check_id"": ""CKV_AWS_260"", ""check_title"": ""Ensure no security groups allow ingress from 0.0.0.0:0 to port 80"", ""resource"": ""AWS::EC2::SecurityGroup.WebServerSecurityGroup"", ""resource_type"": ""AWS::EC2::SecurityGroup"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/arch7-lab1.template.yaml"", ""lines"": [24, 36], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-networking-policies/ensure-aws-security-groups-do-not-allow-ingress-from-00000-to-port-80""}, {""check_id"": ""CKV_AWS_23"", ""check_title"": ""Ensure every security groups rule has a description"", ""resource"": ""AWS::EC2::SecurityGroup.WebServerSecurityGroup"", ""resource_type"": ""AWS::EC2::SecurityGroup"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/arch7-lab1.template.yaml"", ""lines"": [24, 36], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-networking-policies/networking-31""}]",1.0
134,Data\groud_truth\template\lambda-demo.yaml,"We need a CloudFormation template that creates a basic AWS Lambda function. The template provisions a Lambda function with inline Node.js code that logs event details and returns a value from the input, along with an IAM role granting permissions to write logs to CloudWatch. ",False,,16,13,3,0.8125,False,0,0,0,0,3,"[""CKV_AWS_117"", ""CKV_AWS_116"", ""CKV_AWS_115""]","[""Ensure that AWS Lambda function is configured inside a VPC"", ""Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)"", ""Ensure that AWS Lambda function is configured for function-level concurrent execution limit""]","[{""check_id"": ""CKV_AWS_117"", ""check_title"": ""Ensure that AWS Lambda function is configured inside a VPC"", ""resource"": ""AWS::Lambda::Function.MyLambda"", ""resource_type"": ""AWS::Lambda::Function"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/lambda-demo.yaml"", ""lines"": [19, 41], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-aws-lambda-function-is-configured-inside-a-vpc-1""}, {""check_id"": ""CKV_AWS_116"", ""check_title"": ""Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)"", ""resource"": ""AWS::Lambda::Function.MyLambda"", ""resource_type"": ""AWS::Lambda::Function"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/lambda-demo.yaml"", ""lines"": [19, 41], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-aws-lambda-function-is-configured-for-a-dead-letter-queue-dlq""}, {""check_id"": ""CKV_AWS_115"", ""check_title"": ""Ensure that AWS Lambda function is configured for function-level concurrent execution limit"", ""resource"": ""AWS::Lambda::Function.MyLambda"", ""resource_type"": ""AWS::Lambda::Function"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/lambda-demo.yaml"", ""lines"": [19, 41], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/ensure-that-aws-lambda-function-is-configured-for-function-level-concurrent-execution-limit""}]",1.5
135,Data\groud_truth\template\cloudfront-demo-api.yaml,"We need a CloudFormation template that creates a CloudFront distribution which fronts a regional API Gateway REST API with a mock backend. The solution should define an API Gateway with a `/hello` GET endpoint returning a static ""hello world"" JSON response.  Configure CloudFront to route requests to the API Gateway's production stage, disabling caching to ensure real-time responses. Ensure the CloudFront distribution uses HTTPS for origin communication and enforces HTTPS redirection for end users.  ",False,,6,2,4,0.3333,False,0,0,0,0,4,"[""CKV_AWS_59"", ""CKV_AWS_86"", ""CKV_AWS_174"", ""CKV_AWS_68""]","[""Ensure there is no open access to back-end resources through API"", ""Ensure CloudFront Distribution has Access Logging enabled"", ""Verify CloudFront Distribution Viewer Certificate is using TLS v1.2"", ""CloudFront Distribution should have WAF enabled""]","[{""check_id"": ""CKV_AWS_59"", ""check_title"": ""Ensure there is no open access to back-end resources through API"", ""resource"": ""AWS::ApiGateway::Method.ApiGatewayHelloMethod"", ""resource_type"": ""AWS::ApiGateway::Method"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/cloudfront-demo-api.yaml"", ""lines"": [28, 49], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/public-policies/public-6-api-gateway-authorizer-set""}, {""check_id"": ""CKV_AWS_86"", ""check_title"": ""Ensure CloudFront Distribution has Access Logging enabled"", ""resource"": ""AWS::CloudFront::Distribution.CloudFrontDistribution"", ""resource_type"": ""AWS::CloudFront::Distribution"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/cloudfront-demo-api.yaml"", ""lines"": [60, 78], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-logging-policies/logging-20""}, {""check_id"": ""CKV_AWS_174"", ""check_title"": ""Verify CloudFront Distribution Viewer Certificate is using TLS v1.2"", ""resource"": ""AWS::CloudFront::Distribution.CloudFrontDistribution"", ""resource_type"": ""AWS::CloudFront::Distribution"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/cloudfront-demo-api.yaml"", ""lines"": [60, 78], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-networking-policies/bc-aws-networking-63""}, {""check_id"": ""CKV_AWS_68"", ""check_title"": ""CloudFront Distribution should have WAF enabled"", ""resource"": ""AWS::CloudFront::Distribution.CloudFrontDistribution"", ""resource_type"": ""AWS::CloudFront::Distribution"", ""severity"": ""UNKNOWN"", ""file"": ""/Data/groud_truth/template/cloudfront-demo-api.yaml"", ""lines"": [60, 78], ""description"": null, ""guideline"": ""https://docs.prismacloud.io/en/enterprise-edition/policy-reference/aws-policies/aws-general-policies/bc-aws-general-27""}]",2.0
